SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
PIC|PIC|C0014878;C0522667;C0730321|||C0730321|SNOMEDCT|||
PIC|Paediatric intensive care;pediatric intensive care|C1627360|||C1627360|SNOMEDCT|1|0.0389|
PIC|Personality Inventory for Children||||||1|0.0973|1
PIC|Punctate inner choroiditis;punctate inner choroiditis;Punctate inner choroidopathy;punctate inner choroidopathy|C0730321|||C0730321|SNOMEDCT|||1
PIC|Punctate inner choroidopathy (disorder)||||C0730321|SNOMEDCT|||
PIC|complexes|C1704241|||||1|0.0506|
PIC|intracranial pressure|C0021880|||||1|0.0272|
PIC|islet cells|C0022131|||||1|0.0195|
PIC|particle-in-cell||||||1|0.0428|
PIC|penicillin-inhibitor combinations||||||||1
PIC|peripherally inserted catheter||1|1.000|||||1
PIC|personal injury collision||||||||1
PIC|phosphate carrier||||||1|0.0506|
PIC|phosphoinositidase C|C0136864|||||1|0.1323|
PIC|phospholipase C|C0031669|||||1|0.035|
PIC|plasmin-inhibitor complex||||||||1
PIC|polymorphism information content||||||1|0.3541|
PIC|polysaccharide-iron complex|C0357080|||||||1
PIC|posterior intermediate curve||||||||1
PIC|postinflammatory corticoid||||||||1
PIC|postintercourse||||||||1
PIC|preinitiation complex||||||1|0.1518|1
PIC|preinvasive cancer||||||||1
PID|DISEASE (PID), PELVIC INFLAMMATORY;INFLAMMATORY DISEASE (PID), PELVIC;PELVIC INFLAMMATORY DISEASE, (PID);PID - pelvic inflammatory disease;PID, PELVIC INFLAMMATORY DISEASE;Pelvic inflammatory disease (PID);pelvic inflammatory disease (PID);DISEASE PELVIC INFLAMMATORY;Disease, Inflammatory Pelvic;Disease, Pelvic Inflammatory;Diseases, Inflammatory Pelvic;Diseases, Pelvic Inflammatory;Inflammatory Disease, Pelvic;Inflammatory Diseases, Pelvic;Inflammatory Pelvic Disease;Inflammatory Pelvic Diseases;PELVIC INFLAMMATORY DISEASE;Pelvic Disease, Inflammatory;Pelvic Diseases, Inflammatory;Pelvic Inflammatory Disease;Pelvic Inflammatory Diseases;Pelvic inflammatory disease;Pelvic inflammatory disease NOS;inflammatory pelvic disease;pelvic inflammatory disease;pelvic inflammatory diseases;Female pelvic inflammation;Female pelvic inflammatory disease;Female pelvic inflammatory disease NOS;Female pelvic inflammatory diseases NOS;INFLAMMATION PELVIC;PELVIC INFLAMMATION;pelvic inflammation;INFLAMMATORY DISEASE OF FEMALE PELVIC ORGANS;Inflammatory diseases of female pelvic organs|C0242172|1|1|C0242172|CCS;CHV;COSTAR;CSP;CST;DXP;ICD9CM;ICPC;MEDLINEPLUS;MSH;MTH;MTHICD9;NCI;NDFRT;SNOMEDCT|1|0.7821|1
PID|DKFZp686F2281;MTA2 wt Allele|C2985251|||C2985251|MTH;NCI|||
PID|Fem pelv inflam dis NOS||||C0242172|ICD9CM|||
PID|Female pelvic infection||||C0242172|SNOMEDCT|||
PID|Female pelvic inflammatory disease (disorder);Female pelvic inflammatory disease NOS (disorder);Female pelvic inflammatory diseases NOS (disorder)||||C0242172|SNOMEDCT|||
PID|INFLAMM DIS PELVIC;INFLAMM PELVIC DIS;PELVIC DIS INFLAMM;PELVIC INFLAMM DIS||||C0242172|MSH|||
PID|Inflam. dis.- pelvic||||C0242172|SNOMEDCT|||
PID|Inflammatory disease of female pelvic organs AND/OR tissues||||C0242172|SNOMEDCT|||
PID|Inflammatory disease of female pelvic organs AND/OR tissues (disorder)||||C0242172|SNOMEDCT|||
PID|Inflammatory disease of female pelvic organs AND/OR tissues [Ambiguous]||||C0242172|SNOMEDCT|||
PID|Inflammatory disease of female pelvic organs and tissues, NOS||||C0242172|SNOMEDCT|||
PID|METASTASIS-ASSOCIATED 1-LIKE 1||||C1417406|OMIM|||
PID|METASTASIS-ASSOCIATED PROTEIN 2||||C1417406|OMIM|||
PID|MTA1-L1;MTA2;MTA2 Gene;MTA2 gene|C1417406|||C1417406|HUGO;MTH;NCI;OMIM|||
PID|MTA1L1|C1417406;C2985251|||C1417406;C2985251|NCI;OMIM|||
PID|Metastasis Associated 1 Family, Member 2 Gene||||C1417406|NCI|||
PID|Metastasis Associated 1 Family, Member 2 wt Allele||||C2985251|NCI|||
PID|PID;pid|C0242172;C1417406;C2985251|||C0242172;C1417406;C2985251|CHV;CSP;DXP;MEDLINEPLUS;MTHICD9;NCI;OMIM;SNOMEDCT|||
PID|Pain intensity difference;pain intensity difference||||||1|0.0231|1
PID|Pelvic Infection;Pelvic infection|C0030790;C0242172|||C0242172|NCI|||
PID|Pelvic Inflammatory Disease [Disease/Finding]||||C0242172|NDFRT|||
PID|Pelvic inflam. disease NOS||||C0242172|SNOMEDCT|||
PID|Unspecified inflammatory disease of female pelvic organs and tissues||||C0242172|ICD9CM|||
PID|[X]Inflammatory diseases of female pelvic organs||||C0242172|SNOMEDCT|||
PID|[X]Inflammatory diseases of female pelvic organs (disorder)||||C0242172|SNOMEDCT|||
PID|metastasis associated 1 family, member 2||||C1417406|HUGO|||
PID|phosphotyrosine interaction domain||||||1|0.006|
PID|photoionization detector||||||1|0.009|1
PID|plasma iron disappearance||||||||1
PID|position-indicating device||||||||1
PID|post-inertia dyskinesia||||||||1
PID|post-inoculation day||||||1|0.0171|
PID|postinoculation day||||||1|0.1034|
PID|preimplantation diagnosis|C0086142|||||1|0.006|1
PID|primary immunodeficiencies;primary immunodeficiency|C0398686;C2984310|||C0398686;C2984310|CHV;NCI;SNOMEDCT|1|0.011|1
PID|primary immunodeficiency diseases||||||1|0.008|
PID|prolapsed intervertebral disc|C0242362|||||||1
PID|proportional-integral-derivative||||||1|0.0341|1
PID|protruded intervertebral disc||||||||1
PIH|PIF;pif||||C0033373|CHV;OMIM;SNOMEDCT|||
PIH|PIF preparation;PROLACTIN RELEASE-INHIBITING FACTOR;Prolactin Release Inhibiting Factors;Prolactin Release-Inhibiting Factors;Prolactin Release Inhibiting Hormone;Prolactin Release-Inhibiting Hormone;prolactin-release-inhibiting hormone;Prolactin inhibiting factor;prolactin inhibiting factor;Prolactin inhibiting factor preparation;prolactin IH;prolactin inhibiting hormone;prolactin-inhibiting hormone;prolactin release- inhibiting hormone (PIH);prolactin release-inhibiting factor (PIF)|C0033373|||C0033373|AOD;CHV;CSP;MSH;MTH;NDFRT;OMIM;SNOMEDCT|||1
PIH|PIH;pih|C0033373;C1418570|||C0033373;C1418570|AOD;CHV;HUGO|||
PIH|PIH gene|C1418570|||C1418570|HUGO;MTH|||
PIH|PRIH||||C0033373|MSH|||
PIH|PROLACTIN RELEASE INHIB HORMONE||||C0033373|MSH|||
PIH|Prolactin Release Inhibitory Factor;Prolactin Release-Inhibitory Factor||||C0033373|MSH;NDFRT|||
PIH|Prolactin Release-Inhibiting Factors [Chemical/Ingredient]||||C0033373|NDFRT|||
PIH|Prolactin inhibiting factor (substance)||||C0033373|SNOMEDCT|||
PIH|Prolactin inhibiting factor preparation (product)||||C0033373|SNOMEDCT|||
PIH|Prolactin inhibiting factor preparation (substance)||||C0033373|SNOMEDCT|||
PIH|postinflammatory hyperpigmentation|C0333616|||C0333616|MTH;SNOMEDCT|||
PIH|postinjection hours||||||1|0.0163|
PIH|postinoculation hour||||||1|0.0163|
PIH|pregnancy-induced hypertension|C0340274|1|1.000|C0340274|CHV;MSH;SNOMEDCT|1|0.8442|1
PIH|pregnancy-induced hypertension (pre-eclampsia, eclampsia, toxemia of pregnancy included)||||C1418570|HUGO|||
PIH|preventricular intraventricular hemorrhage||||||||1
PIH|primary intracerebral hemorrhage||||||||1
PIH|pseudointimal hyperplasia||||||||1
PIH|pyridoxal isonicotinoyl hydrazone|C0072702|||C0072702|MSH|1|0.1233|
PIP|GCDFP-15|C1144261;C1418587;C2985149|||C1418587|HUGO;OMIM|||
PIP|GCDFP15;GPIP4|C1418587;C2985149|||C1418587|HUGO|||
PIP|GROSS CYSTIC DISEASE FLUID PROTEIN;PIP Gene;PIP gene|C1418587|||C1418587|HUGO;MTH;NCI;OMIM|||
PIP|MP/MTX/VCR||||C0279391|NCI;PDQ|||
PIP|Mercaptopurine/Methotrexate/Vincristine;mercaptopurine/methotrexate/vincristine|C0279391|||C0279391|MTH;NCI;PDQ|||
PIP|PIP|C0279391;C1418587|||C0279391;C1418587|HUGO;NCI;OMIM;PDQ|||
PIP|PROLACTIN-INDUCIBLE PROTEIN;prolactin inducible protein;prolactin-inducible protein|C1144261;C1418587|||C1144261;C1418587|HUGO;NCI;OMIM|1|0.0285|1
PIP|Piperacillin;piperacillin|C0031955|||C0031955|CHV;LCH;LNC;MSH;MTH;NCI;NDFRT;RXNORM;SNOMEDCT;USPMG;VANDF|1|0.0549|
PIP|Prolactin-Induced Protein Gene||||C1418587|NCI|||
PIP|Psychotic Inpatient Profile||||||||1
PIP|carboxy-terminal propeptide of procollagen type I||||||1|0.0102|
PIP|paraffin immunoperoxidase||||||||1
PIP|paralytic infantile paralysis||||||||1
PIP|peak inflation pressure;peak inflation pressures||||||1|0.0203|1
PIP|peak inspiratory pressure|C0232021|1|0.034|C0232021|SNOMEDCT|1|0.3293|1
PIP|personal injury protection||||||||1
PIP|phosphatidylinositol monophosphate||||||1|0.0224|
PIP|phosphatidylinositol phosphate|C0071655|||C0071655|AOD|1|0.061|
PIP|piperidine|C0031959|||C0031959|AOD;CHV;CSP;LCH;MSH;SNOMEDCT|||
PIP|plasma cell interstitial pneumonitis||||||||1
PIP|positive inspiratory pressure||1|0.002|||||1
PIP|posterior interphalangeal||||||||1
PIP|postictal psychosis||||||||1
PIP|postinflammatory polyposis||||||||1
PIP|postinfusion phlebitis||||||||1
PIP|postinspiratory pressure||||||||1
PIP|pressure inversion point||||||||1
PIP|prevention of immune precipitation||||||1|0.0142|
PIP|probable intrauterine pregnancy||||||||1
PIP|prolactin-induced protein||||C1418587|HUGO|||
PIP|proline iminopeptidase|C0243766|||C0243766|MSH;MTH;SNOMEDCT|||
PIP|prostatic inhibin peptide|C1457875|||C1457875|MSH|1|0.0183|
PIP|proximal interphalangeal||1|0.964|||1|0.4004|1
PIP|proximal interphalangeal joint|C0932508|||||1|0.0407|
PIP|psychosis, intermittent hyponatremia, polydipsia||||||||1
PIP|pulmonary immaturity of prematurity||||||||1
PIP|pulmonary insufficiency of the premature||||||||1
PKU|Classical Phenylketonuria;Classical Phenylketonurias;Classical phenylketonuria;Phenylketonuria, Classical;Phenylketonurias, Classical;Deficiencies, Phenylalanine Hydroxylase;Deficiency, Phenylalanine Hydroxylase;Hydroxylase Deficiencies, Phenylalanine;Hydroxylase Deficiency, Phenylalanine;PHENYLALANINE HYDROXYLASE DEFICIENCY;Phenylalanine Hydroxylase Deficiencies;Phenylalanine Hydroxylase Deficiency;Phenylalanine hydroxylase deficiency;Deficiency Disease, Phenylalanine Hydroxylase;Phenylalanine Hydroxylase Deficiency Disease;Deficiency Disease, Phenylalanine Hydroxylase, Severe;Phenylalanine Hydroxylase Deficiency Disease, Severe;Disease, Folling;Disease, Folling's;Diseases, Folling;FOLLING DISEASE;Folling Disease;Folling Diseases;Folling's Disease;FOELLING SYNDROME;Folling's syndrome;HYPERPHENYLALANINEMIA TYPE I;Hyperphenylalaninaemia, type I;Hyperphenylalaninemia, type I;Imbecilitus phenylpyruvica;OLIGOPHRENIA PHENYLPYRUVICA;Oligophrenia Phenylpyruvica;Oligophrenia Phenylpyruvicas;Oligophrenia phenylpyruvica;Phenylpyruvica, Oligophrenia;Phenylpyruvicas, Oligophrenia;OLIGOPHRENIA, PHENYLPYRUVIC;Phenylpyruvic Oligophrenia;Phenylpyruvic oligophrenia;phenylpyruvic oligophrenia;PAH - Phenylalanine hydroxylase deficiency;PAH DEFICIENCY;PAH deficiency;PKU1 - Phenylketonuria;Phenylketonuria I;Severe phenylalanine hydroxylase deficiency|C0751434|||C0751434|CSP;DXP;MSH;MTH;OMIM;SNOMEDCT|||
PKU|Classical phenylketonuria (disorder)||||C0751434|SNOMEDCT|||
PKU|DEFIC DIS PHENYLALANINE HYDROXYLASE;PHENYLALANINE HYDROXYLASE DEFIC DIS||||C0751434|MSH|||
PKU|DEFIC DIS PHENYLALANINE HYDROXYLASE SEVERE;PHENYLALANINE HYDROXYLASE DEFIC DIS SEVERE||||C0751434|MSH|||
PKU|FOLLING DIS||||C0751434|MSH|||
PKU|FOLLINGS DIS||||C0751434|MSH|||
PKU|PHENYLKETONURIA;Phenylketonuria;Phenylketonuria, NOS;Phenylketonurias;phenylketonuria;phenylketonurias;PKU - Phenylketonuria;Phenylketonuria - pku;Phenylketonuria [PKU];phenylketonuria (PKU);pku phenylketonuria|C0031485;C0751434;C2720373|1|1|C0031485;C0751434;C2720373|AOD;CHV;CSP;CST;DXP;ICD9CM;LCH;LNC;MEDLINEPLUS;MSH;MTH;MTHICD9;NCI;NDFRT;OMIM;SNOMEDCT|1|0.9616|1
PKU|PHENYLKETOURIA;phenylketouria;phenylalaninemia|C0031485|||C0031485|CHV;CSP;CST|||
PKU|PKU|C0031485;C0751434|||C0031485;C0751434|CHV;CSP;DXP;MEDLINEPLUS;MSH;MTH;MTHICD9;NCI;OMIM;SNOMEDCT|||
PKU|Phenylalanine hydroxylase deficiency (disorder)||||C0751434|SNOMEDCT|||
PKU|Phenylketonuria (disorder)||||C0031485|SNOMEDCT|||
PKU|Phenylketonuria Is||||C0751434|MSH|||
PKU|Phenylketonurias [Disease/Finding]||||C0031485|NDFRT|||
PKU|phenylketonuric||||||1|0.0384|
PMD|ANOPHTHALMIA AND PULMONARY HYPOPLASIA;Anophthalmia with pulmonary hypoplasia;MATTHEW-WOOD SYNDROME;Matthew Wood syndrome;Matthew-Wood syndrome;MCOPS9;MICROPHTHALMIA, SYNDROMIC 9|C1832661|||C1832661|MSH;MTH;OMIM|||
PMD|ANOPHTHALMIA, CLINICAL, WITH MILD FACIAL DYSMORPHISM AND VARIABLE MALFORMATIONS OF THE LUNG, HEART, AND DIAPHRAGM||||C1832661|OMIM|||
PMD|ANOPHTHALMIA/MICROPHTHALMIA AND PULMONARY HYPOPLASIA||||C1832661|OMIM|||
PMD|HLD1;LEUKODYSTROPHY, HYPOMYELINATING, 1;Pelizaeus Merzbacher brain sclerosis|C0205711|||C0205711|CSP;OMIM|||
PMD|Leukodystrophy, sudanophilic;Sudanophilic leukodystrophy;sudanophilic leukodystrophy|C0007795;C0205711|||C0205711|CHV;MTHICD9;SNOMEDCT|||
PMD|MMPL;PLP1 wt Allele|C2698697|||C2698697|MTH;NCI|||
PMD|PELIZAEUS MERZBACHER DIS||||C0205711|MSH|||
PMD|PELIZAEUS-MERZBACHER DISEASE;Pelizaeus Merzbacher Disease;Pelizaeus Merzbacher disease;Pelizaeus-Merzbacher Disease;Pelizaeus-Merzbacher disease;pelizaeus merzbacher disease;pelizaeus-merzbacher disease|C0205711;C1418654|||C0205711|CHV;CSP;MSH;MTH;MTHICD9;NDFRT;OMIM;SNOMEDCT|1|0.4417|
PMD|PLP||||C2698697|NCI|||
PMD|PLP/DM20||||C2698697|NCI|||
PMD|PMD|C0205711;C1832661;C2698697|||C0205711;C1832661;C2698697|NCI;OMIM|||
PMD|PULMONARY AGENESIS, MICROPHTHALMIA, AND DIAPHRAGMATIC DEFECT;Pulmonary agenesis, Microphthalmia, and Diaphragmatic defect||||C1832661|MSH;OMIM|||
PMD|Pelizaeus-Merzbacher Disease [Disease/Finding]||||C0205711|NDFRT|||
PMD|Pelizaeus-Merzbacher disease (disorder)||||C0205711|SNOMEDCT|||
PMD|Proteolipid Protein 1 (Pelizaeus-Merzbacher Disease, Spastic Paraplegia 2, Uncomplicated) wt Allele||||C2698697|NCI|||
PMD|SPEAR SYNDROME||||C1832661|OMIM|||
PMD|SPG2|C1839264;C2698697|||C2698697|NCI|||
PMD|dorsal premotor||||||1|0.0485|
PMD|dorsal premotor area||||||1|0.0437|
PMD|dorsal premotor cortex||||||1|0.1602|
PMD|papillary muscle dysfunction|C0149957|||||||1
PMD|pellucid marginal degeneration||||||1|0.0388|
PMD|perceptual motor development|C0679018|||||||1
PMD|piecemeal degranulation||||||1|0.0825|1
PMD|polarization mode dispersion||||||1|0.0631|
PMD|posterior mandibular depth||||||||1
PMD|primary medical doctor||1|1.000|||||
PMD|primary myocardial disease|C0033141|||C0033141|MSH|||1
PMD|private medical doctor||||||||1
PMD|programmed multiple development||||||||1
PMD|progressive muscular dystrophy|C0026850|||C0026850|CHV;SNOMEDCT|1|0.1214|1
PMI|MANNOSEPHOSPHATE ISOMERASE;mannose phosphate isomerase;mannose-6-phosphate isomerase|C0024744;C1417244|||C1417244|HUGO;OMIM|||
PMI|MPI|C0663932;C1417244|||C1417244|HUGO;OMIM|||
PMI|MPI gene;PHOSPHOMANNOSE ISOMERASE 1;PMI1|C1417244|||C1417244|HUGO;MTH;OMIM|||
PMI|PM1|C0456957;C1823304|||C1823304|HUGO|||
PMI|PMI|C1417244;C1823304|||C1417244;C1823304|HUGO;OMIM|||
PMI|Pain Management Index||||||1|0.0678|1
PMI|TMEM11;TMEM11 gene;transmembrane protein 11|C1823304|||C1823304|HUGO;MTH|||
PMI|past medical illness||||||||1
PMI|patient medical instruction||||||||1
PMI|patient medication instruction||||||||1
PMI|patient medicine instruction||||||||1
PMI|perioperative myocardial infarct||||||||1
PMI|perioperative myocardial infarction||||||1|0.3107|1
PMI|petition of mental illness||||||||1
PMI|phosphomannose isomerase|C0024744|||||1|0.2316|1
PMI|plea of mental incompetence||||||||1
PMI|point of maximal impulse||1|1.000|||||1
PMI|posterior myocardial infarct||||||||1
PMI|posterior myocardial infarction|C0340319|||C0340319|CHV;NCI|||1
PMI|postmortem interval||||||1|0.3898|1
PMI|postmyocardial infarct||||||||1
PMI|postmyocardial infarction||||||||1
PMI|present medical illness||||||||1
PMI|previous medical illness||||||||1
PM|(11beta-21-[4-[4-[bis(2-chloroethyl)amino]phenyl]-1-oxobutoxy]-11,17-dihydroxypregna-1,4-diene-3,20-dione||||C0032949|NCI|||
PM|11beta,17,21-trihydroxypregna-1,4-diene-3,20-dione 21-[4-[p-[bis(3-chloroethyl)amino]phenyl]butyrate]||||C0032949|NCI|||
PM|Attomole per Microliter;Femtomole per Milliliter;Femtomole per milliliter;Femtomole per millilitre;Nanomole per Cubic Meter;Picomole per Liter;picomole per liter;Yoctomole per Picoliter;Zeptomole per Nanoliter;picomolar|C0439284|||C0439284|MTH;NCI;SNOMEDCT|||1
PM|BASIC SALIVARY PROLINE-RICH PROTEIN, BstNI TYPE, 1;CON2;PRB1 gene;PRB1L;PRB1M;PROLINE-RICH PROTEIN, BstNI SUBFAMILY, 1;proline-rich protein BstNI subfamily 1|C1418866|||C1418866|HUGO;MTH;OMIM|||
PM|Chlorambucil Prednisolone Ester;PREDNIMUSTINE;Prednimustine;prednimustine|C0032949|||C0032949|MSH;MTH;NCI;NDFRT;PDQ;RXNORM|||
PM|Every afternoon at institution specified times||||C1550750|MTH|||
PM|Miquelon and Saint Pierre;SAINT PIERRE AND MIQUELON;Saint Pierre and Miquelon||||C0038111|MSH;MTH;NCI|||
PM|Miquelon and St. Pierre;St. Pierre and Miquelon||||C0038111|MSH|||
PM|PA|C0031833|||C0030266|NCI|||
PM|PAN|C0085999|||C0030266|NCI|||
PM|PANAMA;Panama;panama|C0030266|||C0030266|AOD;CHV;CSP;LCH;MSH;MTH;NCI;SNOMEDCT|||
PM|PAROTID MIDDLE BAND PROTEIN|C1867051|||C1867051|MTH;OMIM|||
PM|PM;PMS;Pm;PmS;pM;pm|C0033046;C1418866;C1868117|||C0030266;C0032949;C0038111;C0439284;C1418866;C1550750;C1867051;C2347516|HL7V3.0;HUGO;NCI;OMIM;PDQ;SNOMEDCT|||
PM|PMF;PmF|C1418866;C1868201|||C1418866|HUGO;OMIM|||
PM|PRB1|C0599575;C1418866;C1419295;C2984536|||C1418866|HUGO;OMIM|||
PM|Palatal myoclonus|C0030214|||||1|0.0044|
PM|Panama (geographic location)||||C0030266|SNOMEDCT|||
PM|Pasteurella multocida|C0030637|||||1|0.0073|
PM|Periodontal mechanosensitive||||||1|0.0044|
PM|Picometer;picometer|C2347516|||C2347516|MTH;NCI|||1
PM|Picomole/Liter;picomole/liter;picomole/litre||||C0439284|NCI;SNOMEDCT|||
PM|Plasmodium malariae|C0032153|||||||1
PM|Prednimustine [Chemical/Ingredient]||||C0032949|NDFRT|||
PM|Pregna-1,4-diene-3,20-dione, 21-(4-(4-(bis(2-chloroethyl)amino)phenyl)-1-oxobutoxy)-11,17-dihydroxy-, (11beta)-||||C0032949|MSH;NDFRT|||
PM|Psychological Mindedness||||||1|0.0049|
PM|SB||||C0038111|NCI|||
PM|SPM|C2986827|||C0038111|NCI|||
PM|after death||||||||1
PM|afternoon|C0439550|1|0.846|||||1
PM|amol/mcL||||C0439284|NCI|||
PM|amol/uL||||C0439284|NCI|||
PM|evening|C0587117|||||||1
PM|fmol/mL||||C0439284|NCI;SNOMEDCT|||
PM|intrapulmonary metastasis||||||1|0.0029|
PM|medial pulvinar||||||1|0.0053|
PM|method|C0025663;C0449851;C0871511|||||1|0.0044|
PM|monocytes|C0026473;C0200637|||||1|0.0044|
PM|mouth pressure||||||1|0.015|
PM|nmol/m3||||C0439284|NCI|||
PM|pacemaker|C0030163;C1546728|||C0030163;C1546728|CHV;COSTAR;CSP;HL7V2.5;NCI|1|0.0471|1
PM|pagetoid melanocytosis||||||||1
PM|papillae mammae||||||||1
PM|papillary muscle|C0030352;C1281066|||C0030352;C1281066|CHV;CSP;FMA;MSH;NCI;SNOMEDCT;UWDA|1|0.0291|1
PM|papular mucinosis|C0263390|||||||1
PM|paraspinal mapping||||||||1
PM|partial mastectomy|C0024885;C0851238|||C0024885;C0851238|CHV;COSTAR;MSH;NCI;SNOMEDCT|||
PM|partial meniscectomy||||||||1
PM|partial mole|C0334529|||C0334529|NCI;SNOMEDCT|1|0.0044|
PM|partially muscular||||||||1
PM|particulate matter|C1720884|||C1720884|MSH|1|0.2028|1
PM|pathologic myopia|C1417579|||C1417579|HUGO|||
PM|patients with polymyositis||||||1|0.0199|
PM|pectinate muscle|C0225854|||C0225854|CHV;FMA|||
PM|pectoralis major|C0224340;C0585574|||C0224340;C0585574|CHV;FMA;NCI;SNOMEDCT;UWDA|1|0.0223|1
PM|perfect match||||||1|0.0039|
PM|perinatal morbidity|C0848215|||||||1
PM|perinatal mortality|C0031062;C0701826|||C0031062;C0701826|AOD;CHV;ICPC;MSH;SNOMEDCT|1|0.0044|1
PM|periodontal membrane|C0031093|||||||1
PM|peritoneal macrophage;peritoneal macrophages|C0206190|||C0206190|CHV;FMA;MSH;NCI|1|0.0791|1
PM|peritoneal mesothelioma|C1377610|||C1377610|MTH;NCI|1|0.0024|
PM|peritrophic matrix||||||1|0.0097|
PM|permethrin|C0070455;C1446695|||C0070455;C1446695|CHV;MSH;MTH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT;USPMG;VANDF|||
PM|petit mal|C0014553|||||||1
PM|phosphoramide mustard|C0070913|||C0070913|MSH;NCI|1|0.018|
PM|photomultiplier|C0597229|||||||1
PM|physical medicine|C0031813|||||||1
PM|picomole/liter (pmol/l)||||C0439284|CHV|||
PM|placental malaria||||||1|0.0039|
PM|plasma|C0032105;C1546740;C1609077|||||1|0.0044|
PM|plasma membrane|C0007603|||C0007603|AOD;CHV;CSP;FMA;GO;MSH;MTH;NCI;SNOMEDCT;UWDA|1|0.262|1
PM|platelet membrane||||||||1
PM|platelet microsome||||||||1
PM|pleural mesothelioma|C0812413;C1377913|||||1|0.0034|
PM|pmol/L||||C0439284|NCI;SNOMEDCT|||
PM|pmol/L (qualifier value)||||C0439284|SNOMEDCT|||
PM|pneumomediastinum|C0025062|||||||1
PM|poliomyelitis|C0032371|||||||1
PM|polymorphic|C1882417|||||||1
PM|polymorphism|C0032529;C1882417|||C0032529;C1882417|CHV;MSH;MTH;NCI|||
PM|polymorphonuclear||||||||1
PM|polymyositis|C0085655|||C0085655|AIR;AOD;CHV;COSTAR;CSP;CST;DXP;ICD9CM;MEDLINEPLUS;MSH;MTH;NCI;NDFRT;OMIM;SNOMEDCT|||1
PM|pons-medulla||||||1|0.0053|
PM|poor metabolisers;poor metabolizer;poor metabolizers||||||1|0.0907|1
PM|porokeratosis of Mibelli|C0949506|||||||1
PM|post meridiem|C1509133|||||||1
PM|post mortem;post-mortem;postmortem|C0004398;C0580205;C0848632|||C0848632|CHV|1|0.0223|1
PM|posterior mitral||||||||1
PM|postmenopausal|C0232970|||C0232970|CHV;NCI;PDQ|1|0.0082|1
PM|prediction model||||||1|0.0034|
PM|premamillary nucleus||||||||1
PM|premenopausal|C0279752|||C0279752|CHV;NCI;PDQ|||
PM|premolar|C1704302|||||||1
PM|premotor||||||1|0.0087|
PM|premotor area|C0458359|||C0458359|SNOMEDCT|1|0.0029|
PM|premotor cortex|C0228202|||C0228202|CHV;FMA;SNOMEDCT|1|0.0126|
PM|presents mainly||||||||1
PM|presystolic murmur|C0232265|||||||1
PM|pretibial myxedema|C0033103|||||||1
PM|preventive medicine|C0033110;C1555852|||||||1
PM|primary motivation||||||||1
PM|promethazine|C0033405|||||1|0.0044|
PM|promethium|C0033406|||||||1
PM|prophylactic mastectomy|C2191320|||C2191320|NCI;SNOMEDCT|1|0.0082|
PM|prospective memory|C0589154|||C0589154|CHV;MSH;SNOMEDCT|1|0.0087|
PM|prostatic massage|C0194852|||||||1
PM|protein methylesterase|C0072376|||||||1
PM|psammomatous meningioma|C0334607|||||||1
PM|psoas major|C0224419;C1305045|||C0224419;C1305045|CHV;FMA;NCI;SNOMEDCT;UWDA|1|0.0092|
PM|pterygoid muscle|C0034001;C1280264|||||||1
PM|puberal macromastia||||||||1
PM|pulmonary macrophage;pulmonary macrophages|C0085236|||C0085236|MSH|1|0.0121|1
PM|pulmonary metastases;pulmonary metastasis|C0153676|||C0153676|CHV;SNOMEDCT|1|0.0068|
PM|pulpomesial||||||||1
PM|puromycin|C0034145|||C0034145|CSP;LCH;MSH;NCI;NDFRT|1|0.0058|
PM|purple membrane|C0034149|||C0034149|MSH|||
PM|pyogenic meningitis|C0302869|||||1|0.0024|
PM|pyridoxamine|C0034268|||C0034268|AOD;CSP;MSH;NDFRT;SNOMEDCT|1|0.0184|
PM|ymol/pL||||C0439284|NCI|||
PM|zmol/nL||||C0439284|NCI|||
PND|ANF||||C1417807|OMIM|||
PND|ANP||||C1417807|OMIM|||
PND|ATRIAL NATRIURETIC FACTOR|C0027481;C1417807|||C1417807|OMIM|||
PND|ATRIAL NATRIURETIC POLYPEPTIDES;ATRIONATRIURETIC FACTOR;CARDIONATRIN;NPPA gene|C1417807|||C1417807|HUGO;MTH;OMIM|||
