GroupID|RecordID|SF|SFUI|LF|LFUI|Source|LFEUI|Good
G175651|R365415|SL|S064712|structured lipids|L152044|ADAM||1
G175651|R020461|SL|S064712|structured lipid|L152043|UMLS|E0688418|1
G175661|R365403|SL|S064712|soleus|L148755|ADAM||1
G175661|R020516|SL|S064712|soleus|L148755|UMLS|E0056639|1
G175672|R365174|SLAP|S064729|Src-like adaptor protein|L031686|ADAM||1
G175672|R077671|SLAP|S064729|Src-like adapter protein|L031685|UMLS|E0582834|1
G175703|R365354|SLT|S064848|speech and language therapy|L149665|ADAM||1
G175703|R020545|SLT|S064848|speech and language therapy|L149665|UMLS|E0714074|1
G175728|R365462|SMA|S064891|spontaneous motor activity|L150328|ADAM||1
G175728|R035246|SMA|S064891|spontaneous motor activity|L150328|UMLS|E0418393|1
G175732|R365458|SMA|S064891|specific methanogenic activity|L149584|ADAM||1
G175732|R035251|SMA|S064891|specific methanogenic activity|L149584|UMLS|E0695400|1
G175734|R365453|SMA|S064891|smooth muscle antibodies|L148247|ADAM||1
G175734|R365455|SMA|S064891|smooth-muscle antibodies|L148272|ADAM||1
G175736|R365429|SMABF|S064900|superior mesenteric artery blood flow|L153239|ADAM||1
G175736|R208045|SMABF|S064900|superior mesenteric artery blood flow|L153239|UMLS|E0567575|1
G175748|R365478|SMB|S064926|somatomedin B|L149230|ADAM||1
G175748|R208143|SMB|S064926|somatomedin B|L149230|UMLS|E0714153|1
G175776|R365592|SMP|S064994|Schwann cell myelin protein|L030393|ADAM||1
G175776|R153611|SMP|S064994|Schwann cell myelin protein|L030393|UMLS|E0714303|1
G175784|R365626|SMS|S065012|Smith-Magenis syndrome|L031191|ADAM||1
G175784|R155432|SMS|S065012|Smith-Magenis syndrome|L031191|UMLS|E0690425|1
G175790|R365657|SMV|S065039|soybean mosaic virus|L149429|ADAM||1
G175790|R155673|SMV|S065039|soybean mosaic virus|L149429|UMLS|E0714361|1
G175796|R365821|SN|S065057|sciatic nerve|L144028|ADAM||1
G175796|R208409|SN|S065057|sciatic nerve|L144028|UMLS|E0054613|1
G175800|R365824|SN|S065057|Semantic Network|L030546|ADAM||1
G175800|R208415|SN|S065057|semantic network|L144811|UMLS|E0714371|1
G175811|R365846|SN|S065057|single nephron|L147089|ADAM||1
G175811|R208431|SN|S065057|single-nephron|L147254|UMLS||1
G175848|R366075|SO|S065194|soybean oil|L149430|ADAM||1
G175848|R208526|SO|S065194|soybean oil|L149430|UMLS|E0440079|1
G175878|R385364|SOF|S065267|synthetic oviduct fluid|L154263|ADAM||1
G175878|R208699|SOF|S065267|synthetic oviduct fluid|L154263|UMLS|E0714517|1
G175878|R208700|SOF|S065267|synthetic oviductal fluid|L154264|UMLS|E0714518|1
G175881|R365975|SOFAS|S065270|Social and Occupational Functioning Assessment Scale|L031235|ADAM||1
G175881|R269186|SOFAS|S065270|Social and Occupational Functioning Assessment Scale|L031235|UMLS|E0751818|1
G175920|R368178|SP|S065352|spectinomycin|L149625|ADAM||1
G175920|R011996|SP|S065352|spectinomycin|L149625|UMLS|E0056970|1
G175942|R366211|SPC|S065447|Statistical process control|L031877|ADAM||1
G175942|R029356|SPC|S065447|statistical process control|L151039|UMLS|E0714719|1
G175958|R366263|SPE|S065460|Solar Particle Events|L031316|ADAM||1
G175958|R135682|SPE|S065460|solar particle event|L148748|UMLS|E0714768|1
G175980|R366294|SPID|S065528|sum of pain intensity differences|L153038|ADAM||1
G175980|R209139|SPID|S065528|sum of pain intensity difference|L153037|UMLS||1
G175985|R366329|SPK|S065559|simultaneous pancreas and kidney|L146971|ADAM||1
G175985|R366331|SPK|S065559|simultaneous pancreas-kidney|L146973|ADAM||1
G175997|R366393|SPN|S065584|Streptococcus pneumoniae|L032020|ADAM||1
G175997|R054153|SPN|S065584|Streptococcus pneumoniae|L032020|UMLS|E0005512|1
G176002|R366415|SPPS|S065598|stable plasma protein solution|L150655|ADAM||1
G176002|R031700|SPPS|S065598|stable plasma protein solution|L150655|UMLS|E0406059|1
G176010|R366502|SPS|S065621|Suicide Probability Scale|L032248|ADAM||1
G176010|R023609|SPS|S065621|Suicide Probability Scale|L032248|UMLS|E0314937|1
G176051|R366539|SR-A|S065691|scavenger receptor|L143950|ADAM||1
G176051|R366540|SR-A|S065691|scavenger receptors|L143970|ADAM||1
G176080|R366668|SRM|S065782|Standard Reference Material|L031760|ADAM||1
G176080|R366669|SRM|S065782|standard reference materials|L150810|ADAM||1
G176080|R209595|SRM|S065782|standard reference material|L150809|UMLS|E0715018|1
G176191|R367084|SST|S066004|Simple Shoulder Test|L030991|ADAM||1
G176191|R049777|SST|S066004|Simple Shoulder Test|L030991|UMLS|E0715388|1
G176231|R367279|STA|S066074|Solanum tuberosum agglutinin|L031313|ADAM||1
G176231|R027858|STA|S066074|Solanum tuberosum agglutinin|L031313|UMLS|E0715458|1
G176238|R367254|STAT-5|S066120|signal transducer and activator of transcription 5|L146630|ADAM||1
G176238|R367255|STAT-5|S066120|signal transducer and activator of transcription-5|L146642|ADAM||1
G176238|R177425|STAT-5|S066120|signal transducer and transcriptional activator 5|L146647|UMLS|E0760566|1
G176241|R367224|STAT1|S066124|signal transducer and activator of transcription|L146623|ADAM||1
G176241|R367225|STAT1|S066124|signal transducers and activators of transcription|L146649|ADAM||1
G176250|R367291|STC|S066158|serum theophylline concentration|L145591|ADAM||1
G176250|R367292|STC|S066158|serum theophylline concentrations|L145592|ADAM||1
G176250|R210206|STC|S066158|serum theophylline concentration|L145591|UMLS|E0715509|1
G176270|R367359|STI|S066214|systolic time intervals|L154413|ADAM||1
G176270|R367360|STI|S066214|systolic time interval|L154412|ADAM||1
G176270|R031715|STI|S066214|systolic time interval|L154412|UMLS|E0406098|1
G176283|R367391|STNS|S066268|stomatogastric nervous system|L151554|ADAM||1
G176283|R274327|STNS|S066268|stomatogastric nervous system|L151554|UMLS|E0756838|1
G176304|R367497|STZ-D|S066323|streptozocin-induced diabetes|L151731|ADAM||1
G176304|R367498|STZ-D|S066323|Streptozocin-induced diabetic|L032095|ADAM||1
G176306|R367340|STh|S066328|subthalamic nucleus|L152535|ADAM||1
G176306|R210239|STh|S066328|subthalamic nucleus|L152535|UMLS|E0058726|1
G176309|R368318|SU|S066333|surface unit|L153647|ADAM||1
G176309|R027745|SU|S066333|surface unit|L153647|UMLS|E0715676|1
G176312|R368311|SU|S066333|surface envelope glycoprotein|L153594|ADAM||1
G176312|R368313|SU|S066333|surface envelope protein|L153595|ADAM||1
G176330|R367660|SUZI|S066418|subzonal sperm injection|L152569|ADAM||1
G176330|R136895|SUZI|S066418|subzonal sperm injection|L152569|UMLS|E0676445|1
G176331|R367777|SV|S066421|sodium valproate|L148587|ADAM||1
G176331|R012196|SV|S066421|sodium valproate|L148587|UMLS|E0056584|1
G176357|R367705|SVG|S066461|sauvagine|L143834|ADAM||1
G176357|R210612|SVG|S066461|sauvagine|L143834|UMLS|E0506090|1
G176360|R367728|SVR|S066482|sustained virologic response|L153850|ADAM||1
G176360|R367729|SVR|S066482|Sustained virological response|L032344|ADAM||1
G176360|R028104|SVR|S066482|sustained virological response|L153852|UMLS|E0715889|1
G176360|R028105|SVR|S066482|sustained virologic response|L153850|UMLS|E0715890|1
G176360|R028112|SVR|S066482|sustained virological responder|L153851|UMLS|E0715895|1
G176360|R028113|SVR|S066482|sustained virologic responder|L153849|UMLS|E0715896|1
G176381|R385027|SX|S066544|syndrome X|L154176|ADAM||1
G176381|R159190|SX|S066544|syndrome X|L154176|UMLS|E0238772|1
G176399|R362704|Sal|S066622|Schisanhenol|L030313|ADAM||1
G176399|R202391|Sal|S066622|schisanhenol|L143988|UMLS|E0405906|1
G176408|R363667|Sc|S066742|Schwann cells|L030395|ADAM||1
G176408|R363668|Sc|S066742|Schwann cell|L030391|ADAM||1
G176448|R364607|Sham|S066976|Sham-operated|L030752|ADAM||1
G176448|R364608|Sham|S066976|sham operated|L145991|ADAM||1
G176467|R365305|Slp|S067105|sex-limited protein|L145936|ADAM||1
G176467|R022091|Slp|S067105|sex-limited protein|L145936|UMLS|E0315097|1
G176481|R365825|Sn|S067188|Sensitivity|L030586|ADAM||1
G176481|R012255|Sn|S067188|sensitivity|L144969|UMLS|E0055226|1
G176527|R368102|Sph-1-P|S067378|sphingosine 1-phosphate|L149819|ADAM||1
G176527|R368103|Sph-1-P|S067378|Sphingosine-1-phosphate|L031499|ADAM||1
G176534|R366524|Sq|S067439|squamous cell carcinoma|L150500|ADAM||1
G176534|R366525|Sq|S067439|squamous cell carcinomas|L150518|ADAM||1
G176537|R366799|Sr|S067444|steroid-resistant|L151341|ADAM||1
G176537|R366800|Sr|S067444|steroid resistant|L151321|ADAM||1
G176676|R368650|TAB|S068926|total androgen blockade|L158209|ADAM||1
G176676|R151464|TAB|S068926|total androgen blockade|L158209|UMLS|E0687270|1
G176693|R368712|TAH|S068993|total artificial heart|L158235|ADAM||1
G176693|R368713|TAH|S068993|total artificial hearts|L158236|ADAM||1
G176693|R028393|TAH|S068993|total artificial heart|L158235|UMLS|E0320078|1
G176738|R368875|TAT|S069082|tyrosine amino transferase|L163316|ADAM||1
G176738|R368876|TAT|S069082|Tyrosine aminotransferase|L034863|ADAM||1
G176738|R012492|TAT|S069082|tyrosine aminotransferase|L163317|UMLS|E0213655|1
G176763|R385569|TBA|S069122|transluminal balloon angioplasty|L160080|ADAM||1
G176763|R028519|TBA|S069122|transluminal balloon angioplasty|L160080|UMLS|E0523730|1
G176768|R368979|TBArS|S069135|Thiobarbituric acid reactive substances|L033851|ADAM||1
G176768|R368980|TBArS|S069135|thiobarbituric acid-reactive substances|L156313|ADAM||1
G176768|R368981|TBArS|S069135|thiobarbituric acid reactive substance|L156307|ADAM||1
G176768|R368982|TBArS|S069135|thiobarbituric acid-reactive substance|L156312|ADAM||1
G176802|R369601|TC|S069304|transcobalamin|L159240|ADAM||1
G176802|R012587|TC|S069304|transcobalamin|L159240|UMLS|E0068380|1
G176862|R369494|TCS|S069597|tethered cord syndrome|L155609|ADAM||1
G176862|R212136|TCS|S069597|tethered cord syndrome|L155609|UMLS|E0342402|1
G176885|R369637|TDEE|S069644|total daily energy expenditure|L158320|ADAM||1
G176885|R094033|TDEE|S069644|total daily energy expenditure|L158320|UMLS|E0629240|1
G176888|R369657|TDH|S069650|threonine dehydrogenase|L156663|ADAM||1
G176888|R212187|TDH|S069650|threonine dehydrogenase|L156663|UMLS|E0716670|1
G176907|R369706|TDS|S069675|Total Diet Study|L034170|ADAM||1
G176907|R032281|TDS|S069675|total diet study|L158324|UMLS|E0716739|1
G176937|R369802|TEER|S069719|transepithelial electrical resistance|L159478|ADAM||1
G176937|R024558|TEER|S069719|transepithelial electrical resistance|L159478|UMLS|E0420479|1
G177011|R370234|TG|S069909|thioglycollate|L156331|ADAM||1
G177011|R034291|TG|S069909|thioglycolate|L156329|UMLS|E0302650|1
G177012|R370236|TG|S069909|thioguanine|L156333|ADAM||1
G177012|R034292|TG|S069909|thioguanine|L156333|UMLS|E0060668|1
G177042|R388077|TGF-beta|S070023|transforming growth factor-beta 1|L159667|ADAM||1
G177042|R388078|TGF-beta|S070023|transforming growth factor beta 1|L159583|ADAM||1
G177064|R370160|TGN|S070273|thioguanine nucleotide|L156334|ADAM||1
G177064|R370161|TGN|S070273|thioguanine nucleotides|L156335|ADAM||1
G177064|R270188|TGN|S070273|thioguanine nucleotide|L156334|UMLS|E0753054|1
G177077|R370408|TH|S070298|helper T cells|L085795|ADAM||1
G177077|R370409|TH|S070298|helper T cell|L085794|ADAM||1
G177077|R370410|TH|S070298|helper T-cell|L085800|ADAM||1
G177077|R370427|TH|S070298|T helper cell|L032698|ADAM||1
G177077|R370428|TH|S070298|T helper cells|L032702|ADAM||1
G177077|R370429|TH|S070298|T-helper cell|L032990|ADAM||1
G177091|R370300|THC|S070359|total hydrocarbon|L158420|ADAM||1
G177091|R016140|THC|S070359|total hydrocarbon|L158420|UMLS|E0717204|1
G177097|R370304|THD|S070365|thioridazine|L156378|ADAM||1
G177097|R213299|THD|S070365|thioridazine|L156378|UMLS|E0060678|1
G177115|R370378|THP|S070395|trihexyphenidyl|L160972|ADAM||1
G177115|R028351|THP|S070395|trihexphenidyl|L160971|UMLS|E0320040|1
G177158|R370618|TIP|S070544|tonoplast intrinsic protein|L158027|ADAM||1
G177158|R075436|TIP|S070544|tonoplast intrinsic protein|L158027|UMLS|E0580126|1
G177193|R370841|TLIF|S070662|transforaminal lumbar interbody fusion|L159560|ADAM||1
G177193|R052431|TLIF|S070662|transforaminal lumbar interbody fusion|L159560|UMLS|E0505152|1
G177243|R371010|TMD|S070759|Tibial muscular dystrophy|L033944|ADAM||1
G177243|R038014|TMD|S070759|tibial muscular dystrophy|L157322|UMLS|E0717837|1
G177269|R371136|TMV|S070863|tobacco mosaic virus|L157857|ADAM||1
G177269|R020867|TMV|S070863|tobacco mosaic virus|L157857|UMLS|E0061231|1
G177276|R371116|TMs|S070869|transmembrane segments|L160164|ADAM||1
G177276|R371117|TMs|S070869|transmembrane segment|L160152|ADAM||1
G177290|R371151|TNBS|S070888|2,4,6-Trinitrobenzene sulfonic acid|L000985|ADAM||1
G177290|R241560|TNBS|S070888|2,4,6-trinitrobenzene sulfonic acid|L000994|UMLS||1
G177295|R373021|TNC|S070890|trigeminal nucleus caudalis|L160919|ADAM||1
G177295|R012969|TNC|S070890|trigeminal nucleus caudalis|L160919|UMLS|E0632721|1
G177312|R371251|TNM|S071080|tetranitromethane|L155866|ADAM||1
G177312|R042888|TNM|S071080|tetranitromethane|L155866|UMLS|E0302580|1
G177313|R371266|TNP|S071087|trinitrophenol|L161095|ADAM||1
G177313|R371267|TNP|S071087|trinitrophenyl|L161096|ADAM||1
G177313|R013251|TNP|S071087|trinitrophenyl|L161096|UMLS|E0062205|1
G177313|R013255|TNP|S071087|trinitrophenol|L161095|UMLS|E0068422|1
G177314|R371269|TNP|S071087|trinitrophenylated|L161101|ADAM||1
G177314|R215518|TNP|S071087|trinitrophenylated|L161101|UMLS|E0312669|1
G177325|R371296|TOB|S071116|tobramycin|L157872|ADAM||1
G177325|R156606|TOB|S071116|tobramycin|L157872|UMLS|E0061237|1
G177350|R027217|TP|S071211|transverse process|L160441|UMLS|E0210544|1
G177350|R401567|TP|S071211|transverse process|L160441|Vanderbilt Clinic Notes||1
G177379|R371495|TPH|S071255|Total petroleum hydrocarbons|L034206|ADAM||1
G177379|R371496|TPH|S071255|total petroleum hydrocarbon|L158549|ADAM||1
G177379|R216190|TPH|S071255|total petroleum hydrocarbon|L158549|UMLS|E0718727|1
G177389|R371549|TPO-Ab|S071297|thyroid peroxidase antibody|L157144|ADAM||1
G177389|R073713|TPO-Ab|S071297|thyroid peroxidase antibody|L157144|UMLS|E0578784|1
G177396|R371578|TPP|S071316|Thyrotoxic periodic paralysis|L033936|ADAM||1
G177396|R133815|TPP|S071316|thyrotoxic periodic paralysis|L157213|UMLS|E0217309|1
G177404|R371633|TPT|S071342|Tactual Performance Test|L033462|ADAM||1
G177404|R031971|TPT|S071342|Tactual Performance Test|L033462|UMLS|E0718801|1
G177421|R372051|TR|S071367|transport rate|L160296|ADAM||1
G177421|R026773|TR|S071367|transport rate|L160296|UMLS|E0581037|1
G177448|R371856|TRG|S071486|trigeminal ganglion|L160911|ADAM||1
G177448|R371858|TRG|S071486|trigeminal root ganglion|L160921|ADAM||1
G177468|R371961|TRS|S071635|transrectal sonography|L160335|ADAM||1
G177468|R216879|TRS|S071635|transrectal sonography|L160335|UMLS|E0719014|1
G177470|R371967|TRT|S071637|Tinnitus retraining therapy|L033987|ADAM||1
G177470|R255379|TRT|S071637|tinnitus retraining therapy|L157631|UMLS|E0744882|1
G177475|R371972|TRUS|S071644|Transrectal ultrasound|L034404|ADAM||1
G177475|R028709|TRUS|S071644|transrectal ultrasound|L160337|UMLS|E0321308|1
G177492|R386042|TS|S071667|suppressor T|L153427|ADAM||1
G177492|R386057|TS|S071667|T suppressor|L032740|ADAM||1
G177515|R372146|TSC|S071694|tuberous sclerosis|L161590|ADAM||1
G177515|R153506|TSC|S071694|tuberous sclerosis|L161590|UMLS|E0062508|1
G177623|R034836|TX|S071994|treatment|L160541|UMLS|E0061968|1
G177623|R405567|TX|S071994|treatment|L160541|Vanderbilt Discharge Sums||1
G177636|R372647|TZD|S072032|thiazolidinedione|L156244|ADAM||1
G177636|R372648|TZD|S072032|Thiazolidinediones|L033835|ADAM||1
G177636|R228110|TZD|S072032|thiazolidinedione|L156244|UMLS|E0332134|1
G177645|R372687|Taq|S072060|Thermus aquaticus|L033824|ADAM||1
G177645|R035237|Taq|S072060|Thermus aquaticus|L033824|UMLS|E0418387|1
G177674|R369431|TcR|S072186|resistance to tetracycline|L141254|ADAM||1
G177674|R369459|TcR|S072186|tetracycline resistance|L155688|ADAM||1
G177674|R369460|TcR|S072186|tetracycline-resistance|L155699|ADAM||1
G177674|R013434|TcR|S072186|tetracycline resistance|L155688|UMLS|E0582725|1
G177679|R369295|Tcf|S072207|T-cell factor|L032803|ADAM||1
G177679|R369296|Tcf|S072207|T cell factor|L032543|ADAM||1
G177719|R370411|Th|S072380|helper T lymphocytes|L085799|ADAM||1
G177719|R370430|Th|S072380|T helper lymphocytes|L032704|ADAM||1
G177722|R370458|Th|S072380|tyrosine hydroxylase|L163325|ADAM||1
G177722|R370459|Th|S072380|tyrosine-hydroxylase|L163374|ADAM||1
G177729|R370383|Thr|S072447|thrombin|L156714|ADAM||1
G177729|R013455|Thr|S072447|thrombin|L156714|UMLS|E0060778|1
G177744|R370768|Tk|S072505|thymidine kinase|L156942|ADAM||1
G177744|R370769|Tk|S072505|thymidine kinases|L156953|ADAM||1
G177761|R371221|Tnf|S072572|tumor necrosis factor|L161743|ADAM||1
G177761|R371222|Tnf|S072572|Tumor necrosis factors|L034782|ADAM||1
G177767|R371337|ToL|S072614|Tower of London|L034240|ADAM||1
G177767|R215660|ToL|S072614|Tower of London|L034240|UMLS|E0718134|1
G177776|R371691|Tp|S072703|time to peak|L157482|ADAM||1
G177776|R371692|Tp|S072703|time-to-peak|L157570|ADAM||1
G177795|R386000|Trp|S072878|tryptophan|L161477|ADAM||1
G177795|R013466|Trp|S072878|tryptophan|L161477|UMLS|E0062431|1
G177807|R372088|TsAb|S072929|thyroid-stimulating antibody|L157188|ADAM||1
G177807|R372089|TsAb|S072929|thyroid stimulating antibody|L157158|ADAM||1
G177822|R372625|Tx|S072995|thyroidectomy|L157202|ADAM||1
G177822|R034826|Tx|S072995|thyroidectomy|L157202|UMLS|E0060952|1
G177832|R373267|U(crit)|S073052|critical swimming speed|L062636|ADAM||1
G177832|R217712|U(crit)|S073052|critical swimming speed|L062636|UMLS|E0719733|1
G177836|R373669|U-Hg|S073074|urinary mercury|L164908|ADAM||1
G177836|R217728|U-Hg|S073074|urinary mercury|L164908|UMLS|E0719739|1
G177866|R373315|UASB|S073223|upflow anaerobic sludge bed|L164439|ADAM||1
G177866|R079101|UASB|S073223|upflow anaerobic sludge bed|L164439|UMLS|E0701937|1
G177873|R310738|CRC|S015097|colorectal carcinoma|L059480|ADAM||1
G177873|R310739|CRC|S015097|colorectal carcinomas|L059481|ADAM||1
G177873|R156289|CRC|S015097|colorectal carcinoma|L059480|UMLS|E0017907|1
G177873|R156290|CRC|S015097|colo-rectal carcinoma|L059272|UMLS|E0017907|1
G177970|R373720|ULO|S073639|Unilateral ovariectomy|L035068|ADAM||1
G177970|R062470|ULO|S073639|unilateral ovariectomy|L164231|UMLS|E0537103|1
G177993|R409661|UOP|S073810|Urine output|L035306|Columbia||1
G177993|R236576|UOP|S073810|urine output|L164981|UMLS|E0702945|1
G177993|R405602|UOP|S073810|urine output|L164981|Vanderbilt Discharge Sums||1
G178024|R373926|UR|S073893|uridine|L164750|ADAM||1
G178024|R068017|UR|S073893|uridine|L164750|UMLS|E0063627|1
G178044|R374015|US|S073935|United States|L035107|ADAM||1
G178044|R013645|US|S073935|United States|L035107|UMLS|E0005930|1
G178055|R373930|USAID|S073976|United States Agency for International Development|L035109|ADAM||1
G178055|R052479|USAID|S073976|United States Agency for International Development|L035109|UMLS|E0505297|1
G178079|R374039|UTR|S074065|5' untranslated region|L002207|ADAM||1
G178079|R374040|UTR|S074065|5' untranslated regions|L002208|ADAM||1
G178101|R374157|UWW|S074173|underwater weighing|L164139|ADAM||1
G178101|R191450|UWW|S074173|underwater weighing|L164139|UMLS|E0702275|1
G178121|R374202|V(d)|S074406|volume of distribution|L167795|ADAM||1
G178121|R218516|V(d)|S074406|distribution volume|L068833|UMLS|E0720158|1
G178145|R374432|VA|S074654|ventricular arrhythmias|L166227|ADAM||1
G178145|R374433|VA|S074654|Ventricular arrhythmia|L035511|ADAM||1
G178145|R020966|VA|S074654|ventricular arrhythmia|L166225|UMLS|E0210313|1
G178156|R374416|VA|S074654|variant angina|L165595|ADAM||1
G178156|R020992|VA|S074654|variant angina|L165595|UMLS|E0719804|1
G178195|R374463|VBDS|S074773|vanishing bile duct syndrome|L165494|ADAM||1
G178195|R054130|VBDS|S074773|vanishing bile duct syndrome|L165494|UMLS|E0508441|1
