GroupID|RecordID|SF|SFUI|NormSF|LF|LFUI|NormLF|Source|SFEUI|LFEUI|Type|PrefSF|Score|Count|Frequency|UMLS.CUI|error|action
|R395441|eos|S085952|eos|eosinophil|L073086|eosinophil|Berman|||||||||duplicate|retire
|R395451|erg|S086046|erg|electroretinogram|L071501|electroretinogram|Berman|||||||||duplicate|retire
|R395503|fes|S086474|fes|fat embolism syndrome|L076555|fat embolism syndrome|Berman|||||||||duplicate|retire
|R395539|ftnd|S086829|ftnd|full term normal delivery|L079884|full term normal delivery|Berman|||||||||duplicate|retire
|R395725|i&d|S089045|i_d|incision and drainage|L093867||Berman|||||||||duplicate|retire
|R395779|ihd|S089400|ihd|ischemic heart disease|L099138|ischemic heart disease|Berman|||||||||duplicate|retire
|R395845|kcal|S090057|kcal|kilocalorie|L100114|kilocalorie|Berman|||||||||duplicate|retire
|R395865|lbbb|S090374|lbbb|left bundle branch block|L101888|left bundle branch block|Berman|||||||||duplicate|retire
|R395939|mab|S091508|mab|monoclonal antibody|L112613|monoclonal antibody|Berman|||||||||duplicate|retire
|R395979|mctd|S091787|mctd|mixed connective tissue disease|L112125|mixed connective tissue disease|Berman|||||||||duplicate|retire
|R396007|micros|S092212|micros|microscopy|L110882|microscopy|Berman|||||||||duplicate|retire
|R396097|nh3|S093329|nh3|ammonia|L042142|ammonia|Berman|||||||||duplicate|retire
|R396159|osa|S094181|osa|obstructive sleep apnea|L120634|obstructive sleepapnea|Berman|||||||||duplicate|retire
|R396225|pef|S095499|pef|peak expiratory flow|L125232|peak expiratory flow|Berman|||||||||duplicate|retire
|R396233|periph|S095613|periph|peripheral|L126393|peripheral|Berman|||||||||duplicate|retire
|R396267|pipj|S095949|pipj|proximal interphalangeal joint|L136035|proximal interphalangeal joint|Berman|||||||||duplicate|retire
|R396301|pnet|S096127|pnet|primitive neuroectodermal tumor|L134077|primitive neuroectodermal tumor|Berman|||||||||duplicate|retire
|R396303|pnh|S096132|pnh|paroxysmal nocturnal hemoglobinuria|L124617|paroxysmal nocturnal hemoglobinuria|Berman|||||||||duplicate|retire
|R396402|pwm|S097243|pwm|pokeweed mitogen|L129931|pokeweed mitogen|Berman|||||||||duplicate|retire
|R396416|r/o|S097569|r_o|rule out|L143386||Berman|||||||||duplicate|retire
|R396442|rft|S098503|rft|renal function test|L140810|renal function test|Berman|||||||||duplicate|retire
|R396450|ro|S098950|ro|rule out|L143386||Berman|||||||||duplicate|retire
|R396472|s&p|S099252|s_p|scale and polish teeth|L143856||Berman|||||||||duplicate|retire
|R396543|snf|S100417|snf|skilled nursing facility|L147589|skilled nursing facility|Berman|||||||||duplicate|retire
|R396671|tmj|S101902|tmj|temporomandibular joint|L155166|temporomandibular joint|Berman|||||||||duplicate|retire
|R396781|vep|S103067|vep|visual evoked potential|L167305||Berman|||||||||duplicate|retire
|R396801|vpf|S103270|vpf|vascular permeability factor|L165725|vascular permeability factor|Berman|||||||||duplicate|retire
|R396825|wpw|S103460|wpw|wolff parkinson white|L168927|Wolff Parkinson White|Berman|||||||||duplicate|retire
|R396833|xri|S103551|xri|x linked recessive ichthyosis|L169034||Berman|||||||||duplicate|retire
|R396841|zdv|S103629|zdv|zidovudine|L169477|zidovudine|Berman|||||||||duplicate|retire
|R396877|adh|S078246|adh|antidiuretic hormone|L044856|antidiuretic hormone|Berman|||||||||duplicate|retire
|R396913|ant|S078891|ant|anterior|L043055|anterior|Berman|||||||||duplicate|retire
|R396931|ari|S080924|ari|acute respiratory infection|L039068|acute respiratory infection|Berman|||||||||duplicate|retire
|R396963|bhcg|S082003|bhcg|beta human chorionic gonadotrophin|L049374|beta human chorionic gonadotropin|Berman|||||||||duplicate|retire
|R396998|cal|S082938|cal|calorie|L053290|calory|Berman|||||||||duplicate|retire
|R397053|cll|S083525|cll|chronic lymphocytic leukemia|L057555|chronic lymphocytic leucemia|Berman|||||||||duplicate|retire
|R397056|cme|S083560|cme|cystoid macular edema|L063872|cystoid macular edema|Berman|||||||||duplicate|retire
|R397089|cu|S084055|cu|copper|L061533|copper|Berman|||||||||duplicate|retire
|R397107|cy|S084130|cy|cyclophosphamide|L063541|cyclophosphamid|Berman|||||||||duplicate|retire
|R397124|dht|S084898|dht|dihydrotestosterone|L067606|dihydrotestosterone|Berman|||||||||duplicate|retire
|R397128|dic|S084936|dic|disseminated intravascular coagulation|L068629||Berman|||||||||duplicate|retire
|R397154|dsm|S085316|dsm|diagnostic and statistical manual|L066465||Berman|||||||||duplicate|retire
|R397197|fhs|S086528|fhs|fetal hydantoin syndrome|L077119|fetal hydantoin syndrome|Berman|||||||||duplicate|retire
|R397239|hpa|S088685|hpa|hemangiopericytoma|L085857|hemangiopericytoma|Berman|||||||||duplicate|retire
|R397244|hsg|S088777|hsg|hysterosalpingogram|L092436|hysterosalpingogram|Berman|||||||||duplicate|retire
|R397248|hz|S089040|hz|hertz|L087195|hertz|Berman|||||||||duplicate|retire
|R397251|i&o|S089046|i_o|intake and output|L095617||Berman|||||||||duplicate|retire
|R397263|ics|S089310|ics|intercostal space|L095942|intercostal space|Berman|||||||||duplicate|retire
|R397317|lh|S090516|lh|luteinizing hormone|L105512||Berman|||||||||duplicate|retire
|R397378|mcv|S091789|mcv|mean corpuscular volume|L108134|mean corpuscular volume|Berman|||||||||duplicate|retire
|R397396|mic|S092148|mic|minimum inhibitory concentration|L111611|minimum inhibitory concentration|Berman|||||||||duplicate|retire
|R397680|wt|S103474|wt|weight|L168328|weight|Berman|||||||||duplicate|retire
|R397687|zn|S103654|zn|zinc|L169483|zinc|Berman|||||||||duplicate|retire
|R397705|acs|S078144|acs|american cancer society|L041833|American Cancer Society|Berman|||||||||duplicate|retire
|R397745|arf|S080911|arf|acute renal failure|L039061|acute renal failure|Berman|||||||||duplicate|retire
|R397785|cea|S083220|cea|carcinoembryonic antigen|L054158|carcinoembryonic antigen|Berman|||||||||duplicate|retire
|R397810|cpr|S083850|cpr|cardiopulmonary resuscitation|L054400|cardiopulmonary resuscitation|Berman|||||||||duplicate|retire
|R397873|eaa|S085586|eaa|essential amino acid|L073939|essential amino acid|Berman|||||||||duplicate|retire
|R397909|fbs|S086409|fbs|fasting blood sugar|L076528||Berman|||||||||duplicate|retire
|R398071|nd|S093212|nd|normal delivery|L119406||Berman|||||||||duplicate|retire
|R398114|pet|S095625|pet|positron emission tomography|L131612|positron emission tomography|Berman|||||||||duplicate|retire
|R398141|pte|S097147|pte|post traumatic epilepsy|L131748|posttraumatic epilepsy|Berman|||||||||duplicate|retire
|R398217|sed|S099974|sed|sedimentation|L144484|sedimentation|Berman|||||||||duplicate|retire
|R398242|surg|S101016|surg|surgery|L153739|surgery|Berman|||||||||duplicate|retire
|R398249|tbi|S101519|tbi|total body irradiation|L158259|total body irradiation|Berman|||||||||duplicate|retire
|R398274|tibc|S101822|tibc|total iron binding capacity|L158452|total iron binding capacity|Berman|||||||||duplicate|retire
|R398284|ttp|S102255|ttp|thrombotic thrombocytopenic purpura|L156844|thrombotic thrombocytopenic purpura|Berman|||||||||duplicate|retire
|R398300|aaa|S077975|aaa|abdominal aortic aneurysm|L037346|abdominal aortic aneurism|Berman|||||||||duplicate|retire
|R398316|ahf|S078339|ahf|antihemophilic factor|L045001|antihemophilic factor|Berman|||||||||duplicate|retire
|R398318|ahf|S078339|ahf|argentinian hemorrhagic fever|L046207|Argentinian hemorrhagic fever|Berman|||||||||duplicate|retire
|R398332|asa|S080975|asa|aspirin|L046874|aspirin|Berman|||||||||duplicate|retire
|R398338|asp|S081038|asp|l asparaginase|L100397||Berman|||||||||duplicate|retire
|R398376|cad|S082911|cad|coronary artery disease|L061796|coronary artery disease|Berman|||||||||duplicate|retire
|R398393|ceph|S083254|ceph|cephalosporin|L055740|cefalosporin|Berman|||||||||duplicate|retire
|R398400|cin|S083450|cin|cervical intraepithelial neoplasia|L056029|cervical intraepithelial neoplasia|Berman|||||||||duplicate|retire
|R398413|cmv|S083599|cmv|cytomegalovirus|L064209|cytomegalovirus|Berman|||||||||duplicate|retire
|R398437|df|S084845|df|dietary fiber|L066954|dietary fiber|Berman|||||||||duplicate|retire
|R398442|dis|S085005|dis|disease|L068501|disease|Berman|||||||||duplicate|retire
|R398443|dis|S085005|dis|disease|L068501|disease|Berman|||||||||duplicate|retire
|R398451|doc|S085151|doc|deoxycorticosterone|L065736|deoxycorticosterone|Berman|||||||||duplicate|retire
|R398462|du|S085356|du|duodenal ulcer|L070044|duodenal ulcer|Berman|||||||||duplicate|retire
|R398490|emd|S085847|emd|electromechanical dissociation|L071201|electromechanical dissociation|Berman|||||||||duplicate|retire
|R398503|en|S085867|en|erythema nodosum|L073709|erythema nodosum|Berman|||||||||duplicate|retire
|R398507|eng|S085889|eng|electronystagmography|L071459|electronystagmography|Berman|||||||||duplicate|retire
|R398518|erp|S086056|erp|event related potential|L074735|event related potential|Berman|||||||||duplicate|retire
|R398547|gyn|S087544|gyn|gynecology|L084301|gynecology|Berman|||||||||duplicate|retire
|R398548|gyn|S087544|gyn|gynecology|L084301|gynecology|Berman|||||||||duplicate|retire
|R398621|ks|S090135|ks|kaposi sarcoma|L099857|Kaposi sarcoma|Berman|||||||||duplicate|retire
|R398686|mg|S092083|mg|milligram|L111346|milligram|Berman|||||||||duplicate|retire
|R398716|otc|S094201|otc|ornithine transcarbamylase|L122354|ornithine transcarbamylase|Berman|||||||||duplicate|retire
|R398817|smd|S100383|smd|senile macular degeneration|L144942|senile macular degeneration|Berman|||||||||duplicate|retire
|R398930|au|S081105|au|gold|L083043|Gold|Berman|||||||||duplicate|retire
|R399029|ect|S085674|ect|electroconvulsive therapy|L071115|electroconvulsive therapy|Berman|||||||||duplicate|retire
|R399058|gu|S087520|gu|gastric ulcer|L080873|gastric ulcer|Berman|||||||||duplicate|retire
|R399060|gu|S087520|gu|genitourinary|L081386|genitourinary|Berman|||||||||duplicate|retire
|R399067|hi|S088458|hi|hemagglutination inhibition|L085828|hemagglutination inhibition|Berman|||||||||duplicate|retire
|R399355|vt|S103301|vt|tidal volume|L157359|tidal volume|Berman|||||||||duplicate|retire
|R399385|aha|S078335|aha|acquired hemolytic anemia|L038146|acquired hemolytic anemia|Berman|||||||||duplicate|retire
|R399390|aha|S078335|aha|autoimmune hemolytic anemia|L047733|autoimmune hemolytic anemia|Berman|||||||||duplicate|retire
|R399441|cx|S084110|cx|cervix|L056102|cervix|Berman|||||||||duplicate|retire
|R399589|ot|S094199|ot|occupational therapist|L120744|occupational therapist|Berman|||||||||duplicate|retire
|R399614|ppd|S096541|ppd|purified protein derivative|L136786||Berman|||||||||duplicate|retire
|R399718|vd|S103040|vd|venereal disease|L165996|venereal disease|Berman|||||||||duplicate|retire
|R399737|am|S078755|am|alveolar macrophage|L041730|alveolar macrophage|Berman|||||||||duplicate|retire
|R399762|cpt|S083854|cpt|carnitine palmitoyltransferase|L054507|carnitine palmitoyltransferase|Berman|||||||||duplicate|retire
|R399779|id|S089319|id|infectious disease|L094327|infectious disease|Berman|||||||||duplicate|retire
|R399811|mf|S092060|mf|mycosis fungoides|L114694|mycosis fungoides|Berman|||||||||duplicate|retire
|R399838|pac|S095229|pac|premature atrial contraction|L133361|premature atrial contraction|Berman|||||||||duplicate|retire
|R399854|pi|S095908|pi|pulmonic insufficiency|L136575||Berman|||||||||duplicate|retire
|R399863|pnp|S096139|pnp|purine nucleoside phosphorylase|L136798|purine nucleoside phosphorylase|Berman|||||||||duplicate|retire
|R399951|amp|S078818|amp|ampule|L042295|ampul|Berman|||||||||duplicate|retire
|R399969|cn|S083602|cn|cranial nerve|L062419|cranial nerve|Berman|||||||||duplicate|retire
|R399982|d|S084279|d|day|L064675|Day|Berman|||||||||duplicate|retire
|R400084|oc|S093915|oc|oral contraceptive|L121968|oral contraceptive|Berman|||||||||duplicate|retire
|R400145|ac|S078049|ac|air conduction|L040519|air conduction|Berman|||||||||duplicate|retire
|R400169|af|S078294|af|atrial fibrillation|L047180|atrial fibrillation|Berman|||||||||duplicate|retire
|R400193|cl|S083498|cl|chloride|L056731|chloride|Berman|||||||||duplicate|retire
|R400243|inf|S089514|inf|infant|L094213|infant|Berman|||||||||duplicate|retire
|R400280|n|S092842|n|normal|L119370|normal|Berman|||||||||duplicate|retire
|R400387|cp|S083809|cp|ceruloplasmin|L056001|ceruloplasmin|Berman|||||||||duplicate|retire
|R400444|l|S090154|l|liter|L103830|liter|Berman|||||||||duplicate|retire
|R400497|ba|S081433|ba|basilar artery|L048748|basilar artery|Berman|||||||||duplicate|retire
|R400525|bo|S082155|bo|body odor|L050989|body odor|Berman|||||||||duplicate|retire
|R400562|ob|S093904|ob|occult blood|L120709|occult blood|Berman|||||||||duplicate|retire
|R400610|sr|S100650|sr|superior rectus|L153263|superior rectus|Berman|||||||||duplicate|retire
|R400685|h|S087547|h|hour|L088956|hour|Berman|||||||||duplicate|retire
|R400687|h|S087547|h|hydrogen|L091310|hydrogen|Berman|||||||||duplicate|retire
|R401031|bt|S082316|bt|brain tumor|L051813|brain tumor|Berman|||||||||duplicate|retire
|R401047|ct|S083996|ct|computed tomography|L060269||Berman|||||||||duplicate|retire
|R401106|ha|S088167|ha|hemolytic anemia|L086425|hemolytic anemia|Berman|||||||||duplicate|retire
|R401208|pa|S095218|pa|physician assistant|L128764|physician assistant|Berman|||||||||duplicate|retire
|R405734|ā|S103675|ā|before|L048934|before|Wikipedia|||||||||duplicate|retire
|R405933|AP|S005189|ap|angina pectoris|L042632|angina pectoris|Wikipedia|||||||||duplicate|retire
|R406414|CT|S015465|ct|computed tomography|L060269||Wikipedia|||||||||duplicate|retire
|R406579|D5W|S018066|d5w|5% dextrose in water|L002194||Wikipedia|||||||||duplicate|retire
|R406876|H/A|S029955|h_a|headache|L085235|headache|Wikipedia|||||||||duplicate|retire
|R407210|L&D|S039124|l_d|labor and delivery|L100450||Wikipedia|||||||||duplicate|retire
|R080114|AFLP|S004196|aflp|amplified-fragment-length polymorphism|L042274||UMLS|E0592064|E0750252|acronym||||||punctuation after LF|modify
|R250363|Zfpn1a2|S077498|zfpn1a2|zinc finger protein, subfamily 1A, 2|L169532||UMLS|E0743298||acronym||||||punctuation after LF|modify
|R277762|PBP2|S053668|pbp2|penicillin binding protein 2|L125493|penicillin binding protein 2|UMLS|E0759576|E0625872|acronym||||||punctuation after LF|modify
|R277763|PBP2|S053668|pbp2|penicillin binding protein-2|L125495|penicillin binding protein 2|UMLS|E0759576|E0625872|acronym||||||punctuation after LF|modify
|R277764|PBP2|S053668|pbp2|penicillin-binding protein 2|L125506|penicillin binding protein 2|UMLS|E0759576|E0625872|acronym||||||punctuation after LF|modify
|R277765|PBP2|S053668|pbp2|penicillin-binding protein-2|L125512|penicillin binding protein 2|UMLS|E0759576|E0625872|acronym||||||punctuation after LF|modify
|R296152|99mTc|S001994|99mtc|technetium-99m|L154893|technetium 99m|ADAM||||99mTc|0.0214|195|||punctuation after LF|modify
|R296155|99m-Tc|S001990|99m_tc|technetium-99m|L154893|technetium 99m|ADAM||||99mTc|0.0214|2|||punctuation after LF|modify
|R297318|ACh|S003721|ach|acetylcholine|L037849|acetylcholine|ADAM||||ACh|0.0013|6575|||punctuation after LF|modify
|R297320|Ach|S006734|ach|acetylcholine|L037849|acetylcholine|ADAM||||ACh|0.0013|431|||punctuation after LF|modify
|R297322|ACH|S003546|ach|acetylcholine|L037849|acetylcholine|ADAM||||ACh|0.0013|154|||punctuation after LF|modify
|R297324|AcH|S006674|ach|acetylcholine|L037849|acetylcholine|ADAM||||ACh|0.0013|2|||punctuation after LF|modify
|R297326|ach|S078115|ach|acetylcholine|L037849|acetylcholine|ADAM||||ACh|0.0013|2|||punctuation after LF|modify
|R300417|ASA|S005730|asa|American Society of Anesthesiologists|L005020||ADAM||||ASA|0.7909|243|||punctuation after LF|modify
|R308150|cGMP|S082699|cgmp|cyclic guanosine 3'|L063332||ADAM||||cGMP|19|167|||punctuation after LF|retire
|R308153|c-GMP|S082439|c_gmp|cyclic guanosine 3'|L063332||ADAM||||cGMP|19|1|||punctuation after LF|retire
|R313793|DBcAMP|S018369|dbcamp|adenosine 3'|L039359||ADAM||||DBcAMP|12|7|||punctuation after LF|retire
|R313794|dbcAMP|S084610|dbcamp|adenosine 3'|L039359||ADAM||||DBcAMP|12|3|||punctuation after LF|retire
|R313795|dBcAMP|S084399|dbcamp|adenosine 3'|L039359||ADAM||||DBcAMP|12|1|||punctuation after LF|retire
|R313796|db-cAMP|S084601|db_camp|adenosine 3'|L039359||ADAM||||DBcAMP|12|1|||punctuation after LF|retire
|R315532|DNIC|S019528|dnic|diffuse noxious inhibitory controls|L000001|diffuse noxious inhibitory control|ADAM||||DNIC|0.7571|95|||punctuation after LF|modify
|R315587|DNR|S019572|dnr|do not resuscitate|L000002|do not resuscitate|ADAM||||DNR|0.5856|196|||punctuation after LF|modify
|R316641|DWI|S020187|dwi|diffusion-weighted imaging|L067339|diffusion|ADAM||||DWI|0.0156|13|||punctuation after LF|modify
|R316917|DN|S019438|dn|CD4-CD8-|L008168||ADAM||||DN|0.0110|13|||punctuation after LF|none
|R317406|EBV|S021426|ebv|Epstein-Barr virus|L013156|Epstein Barr virus|ADAM||||EBV|0.2113|6747|||punctuation after LF|modify
|R317407|EBV|S021426|ebv|Epstein Barr virus|L013123|Epstein Barr virus|ADAM||||EBV|0.4422|6747|||punctuation after LF|modify
|R317602|ECl|S021646|ecl|equilibrium potential for Cl-|L073528||ADAM||||ECl|0.5470|3|||punctuation after LF|none
|R320103|ET(A)|S023177|et_a_|endothelin-A|L072491|endothelin A|ADAM||||ET(A)|0.1176|44|||punctuation after LF|modify
|R325477|GPs|S028314|gps|general practitioners|L081203|general practitioner|ADAM||||GPs|0.9353|1905|||punctuation after LF|modify
|R325544|GP|S028156|gp|general practitioners|L081203|general practitioner|ADAM||||GP|0.8449|915|||punctuation after LF|modify
|R332868|IL|S035691|il|interleukin|L096429|interleukin|ADAM||||IL-|0.2812|25|||punctuation after LF|modify
|R333216|IL|S035660|il|interleukin|L096429|interleukin|ADAM||||IL|0.0136|1259|||punctuation after LF|modify
|R333219|Il|S037587|il|interleukin|L096429|interleukin|ADAM||||IL|0.0136|3|||punctuation after LF|modify
|R335588|JCAHO|S038005|jcaho|Joint Commission on Accreditation of Healthcare Organizations|L018924||ADAM||||JCAHO|0.7357|148|||punctuation after LF|modify
|R338877|LPS|S041133|lps|lipopolysaccharide|L103607|lipopolysaccharide|ADAM||||LPS|0.0010|13934|||punctuation after LF|modify
|R338879|lps|S090764|lps|lipopolysaccharide|L103607|lipopolysaccharide|ADAM||||LPS|0.0010|5|||punctuation after LF|modify
|R338881|Lps|S042134|lps|lipopolysaccharide|L103607|lipopolysaccharide|ADAM||||LPS|0.0010|1|||punctuation after LF|modify
|R348188|NPY|S049226|npy|neuropeptide Y|L116984|neuropeptide Y|ADAM||||NPY|0.6794|4516|||punctuation after LF|modify
|R348191|Npy|S050437|npy|neuropeptide Y|L116984|neuropeptide Y|ADAM||||NPY|0.6794|6|||punctuation after LF|modify
|R348194|NpY|S050424|npy|neuropeptide Y|L116984|neuropeptide Y|ADAM||||NPY|0.6794|1|||punctuation after LF|modify
|R348197|NPs'|S049259|nps_|nurse practitioners'|L120426|nurse practitioner|ADAM||||NPs'|0.6794|9|||punctuation after LF|none
|R348212|NPs|S049258|nps|nurse practitioners|L120426|nurse practitioner|ADAM||||NPs|0.7103|250|||punctuation after LF|modify
|R352009|PBP2|S053668|pbp2|penicillin-binding protein 2|L125506|penicillin binding protein 2|ADAM||||PBP2'|0.5050|10|||punctuation after LF|modify
|R352010|PBP-2|S053663|pbp_2|penicillin-binding protein 2|L125506|penicillin binding protein 2|ADAM||||PBP2'|0.5050|2|||punctuation after LF|modify
