LF1|LF2|Synonym
American Society of Anesthesiologists status 1|American Society of Anesthesiologists physical status|N
recombinant bovine interferon-gamma|recombinant murine interferon|N
TBP associated factor 5|TBP associated factor 8|N
tachykinin-like immunoreactivity|Galanin-like immunoreactivity|N
Flavobacterium aurantiacum|Agrobacterium aurantiacum|N
human leucocyte antigen DR5|human leucocyte antigen DR-1|N
fibroblast growth factor|fibroblast growth factor 7|N
spino-cerebellar ataxia-3|spinocerebellar ataxia 1|N
anti-IL-12p40 antibody|antiIL-3 antibody|N
peroxisome proliferator-activated receptor-gamma 1|peroxisome-proliferator-activated receptor-gamma co-activator-1alpha|N
small cell carcinoma of the cervix|small cell carcinoma of the bladder|N
deep venous thrombophlebitis|deep vein thrombophlebitis|Y
deoxy-cytidine diphosphate|cytidine diphosphate|N
intra-periaqueductal grey|intraperiaquaductal gray|Y
insulin-like growth factor receptor I|insulinlike growth factor receptor 1|Y
associated protein|ζ-associated protein-70|N
interleukine-7 receptor α|interleukin 7 receptor α-chain|Y
intracellular fluid|intracellular fluid volume|N
recombinant murine interleukin 14|recombinant interleukin 1β|N
interleukin 12 receptor beta1 chain|interleukine-15 receptor α-chain|N
phospholipase Cβ2|phospholipase C-β2|Y
β-2-adrenergic receptor|α1A-adrenergic receptor|N
antiIL-8 monoclonal antibody|anti-IL-17 monoclonal antibody|N
tri-methyl tin chloride|triphenyltin chloride|N
β-amyloid precursor protein cleaving enzyme-1|beta site amyloid precursor protein cleaving enzyme 1|Y
American Society of Anaesthesiology Grade III|American Society of Anaesthesiologists Class III|Y
protein tyrosine phosphatase 2|protein tyrosine phosphatase nonreceptor 22|N
cytotoxic T lymphocyte antigen 2 β|cytotoxic T-lymphocyte antigen-2β|Y
major histocompatibility-complex class I-related chain A|major histocompatibility-complex class I-related|N
electrospray ionization-quadrupole-time of flight-mass spectrometry|electrospray ionisation quadrupole ion trap mass spectrometer|N
inosine 5'-triphosphate|adenosine-5'-triphosphatase|N
ras-related GTP-binding protein 5c|ras-related GTP-binding protein 5b|N
1-ethyl-3-(dimethylaminopropyl)-carbodiimide|1-ethyl-3-(3-dimethylaminopropyl)carbodiimide|Y
Sjögren's syndrome|Sjögrens syndrome|Y
corticotrophin-releasing hormone receptor|type 2 corticotrophin-releasing-hormone receptor|N
IL-7 receptor alpha chain|IL-3 receptor α chain|N
spontaneous cell mediated cytotoxicity|spontaneous lymphocyte-mediated cytotoxicity|N
cebine herpesvirus 2|feline herpesvirus 1|N
phospho-glycogen synthase kinase-3 β|glycogen synthase kinase 3 α|N
T box transcription factor 3|transcription factor σ B|N
macrophage inflammatory protein 3 β|macrophage-inflammatory protein-1 β|N
multicolour fluorescence in situ hybridisation|three colour fluorescence in-situ hybridization|N
somatostatin|somatostatin 5|N
NADPH oxidase 1|NAD(P)H oxidase 4|N
elongation factor G|elongation factor Tu|N
peroxisome-proliferator-activated receptor-γ coactivator 1 α|peroxisome proliferator-activated receptor gamma coactivator 1alpha protein|Y
A disintegrin and metalloprotease 8|A disintegrin and metalloprotease 21|N
recombinant human interleukin|recombinant human interleukin 13|N
CD3/T cell receptor complex|CD3-T-cell receptor complex|Y
insulin-like growth factor II mRNA-binding protein|insulin-like growth factor II mRNA binding protein-3|N
follicle-stimulating hormone level|elevated follicle-stimulating hormone level|N
interleukin 18|interleukin 12p40|N
proteinase-activated receptor-1|proteinase activated receptor-2|N
A disintegrin and metalloproteinase 28|A disintegrin and metalloproteinase-33|N
human estrogen receptor|human estrogen related receptor 2|N
Vibrio cholerae O1 El-Tor|Vibrio cholerae O1 El Tor|Y
dual energy X-ray absorptiometry scan|fan beam dual energy X-ray absorptiometry|N
vitro fertilization|vitro fertilisation|Y
N(G)-nitro-L-arginine-methyl-ester|NG-Nitro-L-arginine-methyl-ester|Y
tumor necrosis factor receptor associated factor 2|tumour necrosis factor receptor-associated factor-6|N
triglyceride|diglyceride|N
cytotoxic|T cytotoxic|N
x-ray repair cross-complementing protein 1|x-ray repair cross complementing 1|Y
Camellia chinensis|Aralia chinensis|N
membrane-associated RING-CH-5|membrane-associated RING-CH 5|Y
immunoglobulin Calpha|immunoglobulin gamma|N
augmented correlation consistent polarised valence double-zeta basis set|augmented correlation consistent polarised valence quadruple zeta basis set|N
kruppel-like factor-8|Krüppel-like factor-13|N
probe 1-anilinonaphthalene-8-sulfonate|1-anilinonaphthalene-8-sulphonate|N
hypoxia-inducible factor 1β|hypoxia-inducible factor-1 α|N
polyethylene glycol assay|polyethyleneglycol|N
multiple endocrine neoplasia type 1|multiple endocrine neoplasia 2A syndrome|N
thyreo-stimulating hormone|thyrotropic stimulating hormone|N
4,5-diaminofluorescein|diaminofluorescein|Y
ras-related GTP-binding protein 5c|Ras-related GTP-binding protein 4b|N
A disintegrin and metalloprotease-28|a disintegrin and metalloprotease 11|N
interphase fluorescence in situ hybridization|quantitative fluorescence in-situ hybridization|N
American Society of Anaesthesiologists Class 3|American Society of Anaesthesiologists grade 5|N
hydroxypropylmethylcellulose|hydroxyethylcellulose|N
interleukine-13 receptor alpha1-chain|interleukin-13 receptor α 2-chain|N
interleukine 2 receptor common γ chain|interleukine-2 receptor γ chain|Y
Na-K-Cl co-transporter|Na-K-2Cl co-transporter-2|N
receptor-type protein tyrosine phosphatase β|receptor-like protein-tyrosine phosphatase μ|N
insulin dependent diabetes mellitus|insulin independent diabetes mellitus|N
indophenol oxidase|o-diphenol oxidase|N
insulin-like growth factor-2 receptor|insulin-like growth factor 1 deficient|N
interleukine-5 receptor-α chain|interleukin-13 receptor α1 chain|N
interleukin 5 receptor-α chain|interleukine-13 receptor α2 chain|N
retinoic acid receptor-related orphan receptor-α|retinoic-acid-receptor-related orphan receptor-gamma|N
platelet-derived growth factor-beta receptor|platelet-derived growth factor receptor alpha|N
immunoglobulin G2 antibody|anti-immunoglobulin antibody|N
interleukin-12 receptor β 1 chain|interleukine-6 receptor alpha chain|N
granulocyte-macrophage-colony-stimulating factor receptor alpha chain|granulocyte macrophage colony-stimulating factor receptor α subunit|Y
anti-human immunodeficiency virus-1 negative|anti-human immunodeficiency virus agent|N
situ end labeling|in situ end-labelling|Y
American Society of Anesthesiology Class III|American Society of Anesthesiology class V|N
a disintegrin and metalloprotease 21|a disintegrin and metalloprotease-11|N
non hodgkin's lymphoma|non Hodgkin's lymphoma|Y
A disintegrin and metalloproteinase|a disintegrin and metalloprotease 11|N
packedcell volume|red cell volume|N
respiratory inductance plethysmograph|respiratory inductive plethysmography|Y
tetra-alkyl ammonium|tetra-ethylammonium|N
anti-IL-12 antibody|anti-IL1alpha antibody|N
ubiquitinlike|ubiquitin|N
human immunodeficiency virus test|human immunodeficiency virus 2|N
sex determining region Y-related|sex determining region Y-box 7|N
interleukine-13 receptor α2 subunit|interleukine-18 receptor α chain|N
A disintegrin and metalloprotease-29|a disintegrin and metalloproteinase 13|N
cross-polarisation magic-angle spinning nuclear magnetic resonance|cross-polarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|Y
latent transforming growth factor-beta binding protein 4|latent transforming growth factor beta-binding protein-1|N
estrogen receptor protein|estrogen receptor regulated|N
palmitoyl-myristoyl phosphatidylcholine|palmitoyl-oleoyl-phosphatidylcholine|N
A disintegrin and metalloproteinase 3|a disintegrin and metalloproteinase 4|N
peroxisome proliferator-activated receptor gamma co-activator 1 alpha|peroxisome-proliferator-activated receptor-gamma coactivator-1alpha|Y
augmented correlation-consistent polarised-valence triple-ζ basis set|augmented correlation consistent polarised valence double zeta basis set|N
a disintegrin and metalloproteinase 29|a disintegrin and metalloprotease 29|Y
ultra-performance liquid chromatography/electrospray ionisation tandem mass spectrometry|ultra performance liquid chromatography-electrospray ionization tandem mass spectrometry|Y
Seattle Veteran's Affairs Medical Center|Portland Veterans' Affairs Medical Center|N
shiga-toxin producing Escherichia coli|Shiga-toxin producing Escherichia coli|N
suppressor of cytokine signaling-2|suppressor of cytokine signaling-1|N
cluster of differentiation antigen 80|cluster of differentiation 133|N
American Society of Anaesthesiology status 5|American Society of Anaesthesiologists physical status 2|N
American Society of Anaesthesiologists Status I|American Society of Anaesthesiology grade 4|N
neural-precursor cell-expressed, developmentally down-regulated 9|neural precursor cell expressed developmentally down-regulated 2|N
a disintegrin and metalloprotease-15|a disintegrin and metalloprotease-21|N
recombinant human transforming growth factor-beta3|human transforming growth factor-beta 1|N
dilauroylphosphatidyl-ethanolamine|dilauroylphosphatidylserine|N
histamine sensitizing factor|histamine-sensitizing factor|Y
eucaryotic elongation factor 1 α|eukaryotic translation elongation factor 1 α|Y
heat shock protein 40|heat shock protein 90 β|N
dinitro-ortho-cresol|dinitroorthocresol|Y
beta amyloid precursor protein-cleaving enzyme 1|β amyloid precursor protein-cleaving enzyme|N
recombinant human transforming growth factor-β3|recombinant human transforming growth factor beta1|N
methyl cytosine-phosphate-guanosine binding protein 1|methyl cytidine-phosphate-guanosine binding domain 2|N
multi-facility health-care organisation|multifacility healthcare organisation|Y
complement 3a|complement 1|N
sodium taurocholate co-transporting polypeptide|Na+-taurocholate cotransporting polypeptide|Y
human immunodeficiency viral|human immunodeficiency virus type|N
transforming growth factor beta1|transforming growth factor-β receptor-II|N
gastroenterostomy|gastrojejunostomy|N
nucleus centralis superior|nucleus ventrooralis posterior|N
para-hydroxy-mercuribenzoate|para-chloromercuribenzoate|N
polyacrylamide|polyacrylamide gel|N
anterior cingulate|anterior cingulate cortex|Y
Toll/interleukin-1 receptor domain-containing adaptor inducing IFN-β|toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|Y
human epithelial cell line|human lens epithelial cell|N
G-protein coupled oestrogen receptor-1|G protein coupled oestrogen receptor|N
colony-forming unit granulocyte/macrophage|colony-forming units-granulocyte-macrophage|Y
breast cancer 1|breast cancer 2|N
IκB kinase γ|IκB kinase-α|N
cluster of differentiation antigen 271|cluster of differentiation antigen 18|N
Minneapolis Veterans Affairs Medical Center|Houston Veterans Affairs Medical Center|N
neural precursor cell expressed developmentally downregulated 8|neural-precursor cell-expressed, developmentally down-regulated 2|N
human adenovirus 5|human adenovirus B|N
interleukin 31|Interleukin 15|N
pancreaticoduodenectomy|pancreatoduodenectomy|Y
receptor protein tyrosine phosphatase beta|receptor-like protein tyrosine phosphatase-ψ|N
IL5 receptor α-chain|IL7 receptor α chain|N
phosphonacetyl-L-aspartate|N-(phosphonacetyl)-L-aspartate|Y
ribosomal protein L25|ribosomal protein L7A|N
TGFβ-1|TGF-β-1|Y
NIMA-related kinase-2B|NIMA-related kinase-11|N
glycosyl phosphatidyl inositol anchored protein|glycosylphosphatidylinositol-anchored|Y
QuantiFERON-TB Gold In-Tube test|QuantiFERON-TB Gold in-tube test|Y
augmented correlation consistent polarized valence quadruple-ζ basis set|augmented correlation-consistent polarized valence double-ζ basis set|N
recombinant human interleukin 6|recombinant murine interleukin 13|N
inhibitory insulin-like growth factor-binding protein|insulin-like growth factor binding protein|N
Penicillin-resistant Streptococcus pneumoniae|penicillin-resistant S pneumoniae|Y
posttransplantation lymphoproliferative disorder|post-transplant lympho-proliferative disease|Y
interleukin 11 receptor alpha|interleukin 3 receptor α chain|N
cytidine triphosphate|thiamin triphosphate|N
receptor-like protein-tyrosine phosphatase-κ|receptor protein-tyrosine phosphatase-μ|N
left sternal border|left upper sternal border|N
lowest unoccupied molecular orbital energy|highest occupied molecular orbital energy|N
American Society of Anaesthesiology Grade III|American Society of Anesthesiologists Status III|Y
anti-ovalbumin immunoglobulin G|anti-thrombomodulin immunoglobulin G|N
quantitative structure metabolism relationship|quantitative structure reactivity relationship|N
antiIL-4 monoclonal antibody|anti-CD25 monoclonal antibody|N
American Society of Anesthesiology status 3|American Society of Anesthesiology Class 4|N
ras-related GTP-binding protein 3C|ras-related GTP-binding protein 21|N
A disintegrin and metalloproteinase-6|A disintegrin and metalloproteinase-4|N
corticotropin-releasing-hormone receptor type-2|corticotropin-releasing-factor receptor|N
insulin-like growth factor 2|insulin-like growth factor-1-treated|N
collagen type II|collagen type I-α2|N
ribosomal protein L16|ribosomal protein L30|N
early breast cancer|male breast cancer|N
widowed|widow|Y
template activating factor I|platelet-activating factor|N
α 1-proteinase inhibitor|trypsin proteinase inhibitor|N
