LF1|LF2|Synonym
insulin-like growth factor II messenger RNA binding protein 3|insulin-like growth factor-II mRNA-binding protein 3|Y
delayed traumatic intracerebral hemorrhage|delayed traumatic intracerebral hematoma|Y
multiple endocrine neoplasia type 1 syndrome|multiple endocrine neoplasia 1 syndrome|Y
soluble amyloid precursor protein alpha|secreted amyloid precursor protein alpha|Y
electron probe x-ray microanalysis|electron-probe X-ray micro-analysis|Y
rapid eye movement sleep behavior disorder|rapid eye movement behavior disorder|Y
murine beta-defensin 2|mouse beta-defensin 2|Y
acidophilic|acidophil|Y
prefrontal cortical|prefrontocortical|Y
serotonin binding protein|spermine binding protein|N
x-ray repair cross complementing 1|x-ray repair cross complementing group 1|Y
human adenovirus 39|human adenovirus type 39|Y
American Society of Anesthesiology Class I|American Society of Anaesthesiology status I|Y
sexually transmitted disease|sexually-transmitted disease|Y
electrothermal atomic absorption spectrophotometry|electrothermal atomic absorption spectrometric|Y
excision repair cross-complementing 8|excision repair cross-complementation group 8|Y
American Psychiatric Association|American Psychological Association|N
hemagglutination inhibition assay|hemagglutination inhibitory antibody|Y
computed tomography scan|computerised tomographic scan|Y
activator protein 1|adaptor protein 1|N
organophosphorus ester-induced delayed neuropathy|organophosphorus ester-induced delayed neurotoxicity|Y
neisserial heparin binding antigen|Neisseria heparin binding antigen|Y
anti-tuberculosis therapy|antitubercular therapy|Y
American Society of Anaesthesiologists grade 1|American Society of Anaesthesiologists status I|Y
interleukin 1 receptor 2|interleukin 1 receptor type II|Y
extracorporeal lung assist|extracorporeal lung assistance|Y
pancreatoduodenal resection|pancreaticoduodenal resection|Y
mini-chromosome maintenance protein-2|mini-chromosome maintenance-2|Y
transforming growth factor beta receptor type 1|transforming growth factor beta receptor I|Y
four and a half LIM only protein 2|four and a half LIM protein 2|Y
trimethylphosphate|trimetaphosphate|N
time-resolved fluorescence immunoassay|time resolved fluorometric immunoassay|Y
sacral nerve modulation|sacral neuromodulation|Y
maternal serum alpha fetoprotein|maternal serum alpha feto protein|Y
binding protein|binding potential|N
all trans retinoid acid|all transretinoic acid|Y
maximal predicted heart rate|maximum predicted heart rate|Y
a disintegrin and metalloproteinase-23|a disintegrin and metalloprotease-23|Y
minimum inhibitory concentration|minimal inhibitory concentration|Y
computer based testing|computer based training|N
activating protein-1 complex|activator protein 1 complex|Y
hepatic arterial blood flow|hepatic artery blood flow|Y
bannayan zonana syndrome|Bannayan-Zonana syndrome|Y
American Society of Parasitology|American Society of Parasitologists|N
multiple drug resistance|multiple drug resistant|Y
human immunodeficiency type 1 virus|human immunodeficiency virus 1|Y
anti-IL-6 receptor monoclonal antibody|anti-interleukin-6 receptor monoclonal antibody|Y
myocardial perfusion single-photon-emission computerised tomography|myocardial perfusion single-photon emission computed tomography|Y
immunoglobulin G4 antibody|immunoglobulin gamma-4 antibody|Y
lymphovascular space involvement|lymphvascular space invasion|Y
glycated hemoglobin|glycohemoglobin|Y
thiobarbituric acid reactive substance|thiobarbituric acid reactive species|Y
oral facial digital syndrome type V|orofaciodigital syndrome type V|Y
tropomyosin receptor kinase A|tyrosine receptor kinase A|N
single-photon emission computerised tomography|single-photon emission-computed tomography|Y
total skin electron beam radiation|total skin electron beam irradiation|Y
American Society of Anesthesiology Class 4|American Society of Anaesthesiologists Class IV|Y
trans-activation response|trans-activation responsive|Y
lower respiratory tract infection|lower respiratory tract illness|Y
handling induced convulsion|handling-induced convulsions|Y
combined anti-retroviral therapy|combination anti-retroviral therapy|Y
organophosphate-induced delayed neuropathy|organophosphorus-induced delayed neurotoxicity|Y
biventricular pacemaker-implantable cardioverter defibrillator|biventricular internal cardioverter defibrillator|Y
excision repair cross-complementing 5|excision repair cross complementing group 5|Y
idiopathic interstitial pneumonitis|idiopathic interstitial pneumonia|Y
receptor protein tyrosine phosphatase eta|receptor-like protein-tyrosine phosphatase eta|Y
antirat neutrophil serum|antineutrophilic serum|N
myofacial pain dysfunction syndrome|mandibular pain dysfunction syndrome|N
retropubic radical prostatectomy|robotic radical prostatectomy|N
benzodiazepin|benzo-diazepine|Y
extracellular acidification rate|extra-cellular acidification rate|Y
mutant frequency|median frequency|N
cystic adenomatoid malformation|congenital adenomatoid malformation|N
insulin-like growth factor-II messenger RNA-binding protein-1|insulin-like growth factor II mRNA-binding protein 1|Y
flexible bronchoscope|flexible bronchoscopy|Y
Molossus ater|Molothrus ater|N
catheterise|catheter|N
binaphthol|binaphthyl|N
corticotrophin-releasing-hormone receptor type-2|corticotrophin-releasing-hormone receptor 2|Y
acute nonlymphocytic leukemia|acute nonlymphoblastic leucemia|Y
converting enzyme inhibition|converting enzyme inhibitors|Y
intra-vascular lymphomatosis|intra-vascular lymphoma|Y
Helicobacter pylori stool antigen test|Helicobacter pylori stool antigen|Y
stromal cell derived factor-1|stromal derived factor 1|Y
betasecretase|beta secretase 1|Y
classic intrafascial supracervical hysterectomy|classic intrafascial Semm hysterectomy|Y
portal venous blood flow|portal vein blood flow|Y
in vivo neutron activation|in-vivo neutron activation|Y
indirect fluorescence antibody test|indirect fluorescent antibody test|Y
equid herpesvirus type 1|equine herpesvirus 1|Y
National Health Corporation|national healthcare corporation|Y
tuberoinfundibular dopamine|tuberoinfundibular dopaminergic|Y
American Society of Anesthesiology status 5|American Society of Anaesthesiologists grade V|Y
para-nitroaniline|p-nitroaniline|Y
naphthylacetic acid|naphthaleneacetic acid|Y
antiphenolic glycolipid 1|antiphenolic glycolipid 1 antibody|Y
carboxy-haemoglobin|carboxyhemoglobin|Y
regional cerebral blood volume|relative cerebral blood volume|N
rhinovirus positive|rotavirus-positive|N
aminophenol triacetic acid|o-aminophenol-N,N,O-triacetic acid|Y
lymphocyte predominance Hodgkin disease|lymphocyte predominant Hodgkin disease|Y
American Society of Anaesthesiologists Status 2|American Society of Anaesthesiology physical status II|Y
pulmonary perfusion pressure|portal perfusion pressure|N
ventricular brain ratio|ventricle-brain ratio|Y
cDNA-amplified fragment length polymorphism|cDNA amplified fragment length polymorphism|Y
metaphalangeal|metacarpophalangeal|N
Toll/interleukin-1 receptor domain-containing adaptor inducing IFN-beta|toll/IL-1 receptor domain-containing adaptor-inducing IFN-β|Y
parainfluenza type 2 virus|human parainfluenza type 2 virus|Y
pyrogen-releasing factor|prolactin-releasing factor|N
health care finance administration|Health Care Financing Administration|Y
surgical wound infection|sternal wound infection|N
severe combined immunodeficient-repopulating cell|severe combined immunodeficiency-repopulating cell|Y
first transmembrane segment|transmembrane segment 1|Y
cytosolic|cytosol|Y
transcutaneous electrical nerve stimulator|transcutaneous electric nerve stimulation|Y
triplex-forming oligonucleotide|triplex forming oligonucleotide|Y
Wingless-type MMTV integration site family|Wingless-type MMTV integration site|Y
paired box gene 5|paired box 5|Y
p-chloromercuriphenylsulphonic acid|p-chloromercuriphenylsulfonic acid|Y
Subjective Well-being under Neuroleptics|Subjective Well-being under Neuroleptics scale|Y
mouse Leydig tumor cell line 1|murine Leydig tumor cell line 1|Y
tumour to background ratio|target to background ratio|N
FK506 binding protein 12|FK506 binding protein|N
computed tomographic arteriography|computed tomographic arthrography|N
downstream regulatory region|distal regulatory region|N
reciprocating gait orthosis|reciprocating-gait orthosis|Y
sensory evoked potential|somatosensory evoked potential|Y
short intracortical inhibition|short latency intracortical inhibition|Y
equine herpesvirus 5|equid herpesvirus 5|Y
autonomous replication sequence|autonomous replicating sequence|Y
three dimensional quantitative structure activity relationship study|three-dimensional quantitative structure-affinity relationship study|Y
6-n-propyl-2-thiouracil|propylthiouracil|Y
immune-response-associated antigen|immune response gene associated antigen|Y
Staphylococcus aureus Cowan|Staphylococcus aureus Cowan I|Y
nuclear receptor co-repressor 2|nuclear corepressor 2|Y
3,4-dimethoxyphenylethylamine|dimethoxyphenylethylamine|Y
transferrin receptor|serum transferrin receptor|N
cytotoxic T-lymphocyte-associated antigen-4|cytotoxic T lymphocyte-associated antigen 4|Y
catalytic constant|catalytic rate constant|Y
matrix assisted laser desorption/ionization time of flight mass spectrometric|matrix-assisted laser desorption/ionization time-of-flight mass spectrometry|Y
heteronuclear multiple bond coherence|heteronuclear multiple bond connectivity|Y
percutaneous trans-luminal balloon angioplasty|percutaneous transluminal angioplasty|Y
tensionfree vaginal tape|tensionfree vaginal tape procedure|Y
intravenous immunoglobulin|intravenous gammaglobulin|Y
border disease virus|Borna disease virus|N
American Society of Anaesthesiologists grade III|American Society of Anesthesiology Grade III|Y
Madin Darby canine kidney cell|Madin Darby canine kidney|Y
macroenzyme creatine kinase type 2|macrocreatine kinase type 2|Y
quantitative structure retention relationship|quantitative structure reactivity relationship|N
prostaglandin A(1)|prostaglandin A1|Y
thoracoabdominal aortic aneurysm|thoracoabdominal aneurysm|Y
4-Dimethylaminopyridine|dimethylaminopyridine|Y
receptor-linked protein-tyrosine-phosphatase alpha|receptor protein-tyrosine phosphatase-α|Y
clinical global impressions of change|Clinical Global Impression of Change|Y
Ohio State University|Oregon State University|N
photo-plethysmography|photoplethysmogram|Y
platelet-derived growth factor receptor-α|Platelet-derived growth factor receptor alpha|Y
superconducting quantum interference device|super-conducting quantum-interference device|Y
tert-amyl alcohol|tertiary amyl alcohol|Y
ultraviolet A radiation|ultraviolet irradiation|N
systematized nomenclature of medicine|Systematized Nomenclature of Medicine|Y
hypoxic|hypoxia|Y
computed tomography enteroclysis|computed tomography enterography|N
Eating Attitudes Test|eating attitudes test|Y
tumor necrosis factor receptor 2|Tumor necrosis factor receptor II|Y
lower respiratory infection|lower respiratory tract infection|Y
maximum tolerated dose|maximally-tolerated dose|Y
major cardiovascular event|major adverse cardiovascular event|Y
variant surface protein|variant-specific surface protein|Y
American Society of Anesthesiologists Status I|American Society of Anesthesiology status I|Y
lactic dehydrogenase|lactate dehydrogenase|Y
butyric acid|boric acid|N
AMP-activated kinase|AMP-activated protein kinase|Y
insulin-like growth factor II mRNA-binding protein 1|insulin-like growth factor-II messenger RNA binding protein 1|Y
conditioned stimulus|conditional stimulus|Y
receptor protein tyrosine phosphatase delta|receptor-like protein tyrosine phosphatase-delta|Y
azauracil|6-azauracil|Y
Seattle Veterans' Administration Medical Center|Seattle Veterans' Affairs Medical Center|Y
enterovirus type 71|enterovirus 71|Y
median fluorescence intensity|median fluorescent intensity|Y
guanosine|guanine|N
trichloroethene|trichloroethylene|Y
receptor-type protein-tyrosine phosphatase-β|receptor protein tyrosine phosphatase beta|Y
ribosomal protein S6 kinase|p70 ribosomal protein S6 kinase|Y
type-2 corticotrophin-releasing-hormone receptor|corticotrophin-releasing-hormone receptor-2|Y
latent TGF-β binding protein 1|latent TGFbeta binding protein 1|Y
Q-T dispersion|QT dispersion|Y
insulin-like growth factor II messenger RNA-binding protein-2|insulin-like growth factor-II mRNA-binding protein-2|Y
m-chlorophenyl piperazine|1-(m-chlorophenyl)piperazine|Y
dengue 2 virus|dengue type 2 virus|Y
diffusion-weighted image|diffusion-weighted imaging|Y
trans-vaginal ultrasonography|transvaginal ultrasound|Y
real time reverse transcriptase polymerase chain reaction|realtime reverse transcription polymerase chain reaction|Y
American Association of Medical Colleges|American Association of Medical Clinics|N
administrator|administration|N
gonadotropin-releasing hormone analogue|gonadotropin-releasing hormone agonist|N
inactivated poliomyelitis vaccine|inactivated polio vaccine|Y
ocular hypertension|ocular hypertensive|Y
illinois test of psycholinguistic ability|Illinois Test of Psycholinguistic Abilities|Y
double balloon endoscopy|double balloon enteroscopy|Y
receptor protein-tyrosine phosphatase-η|receptor-like protein tyrosine phosphatase-eta|Y
intra-uterine pressure|intrauterine pressure|Y
digestive energy|digestible energy|Y
human adenovirus type 28|human adenovirus serotype 28|Y
