LF1|LF2|Synonym
prostaglandin-F(2)α|prostaglandin F(2)alpha|
haemoglobin S β thalassaemia|hemoglobin S-β-thalassemia|
anti-beta-2-glycoprotein I antibody|anti-β-2 glycoprotein-1 antibody|
3beta-hydroxysteroid dehydrogenase deficiency|3β-hydroxy steroid dehydrogenase deficiency|
inhibitor κ-B α|inhibitor κB α|
reaction center-light-harvesting complex I|reaction center-light harvesting complex I|
anti-human T cell lymphotrophic virus type-I antibody|anti-human T-cell lymphotrophic virus I antibody|
retinoid X receptor gamma|rexinoid receptor gamma|
T-cell-receptor γ δ-positive|T-cell-receptor-γ δ-positive|
T-cell-receptor γδ-positive|T-cell receptor-γ δ-positive|
American Society of Anaesthesiologists grade I|American Society of Anaesthesiology grade 1|
stromal derived factor-1α|stromal-derived factor-1 alpha|
Toll-interleukin1 receptor domain-containing adapter-inducing interferon β|toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|
f-methionyl-leucyl-phenylalanine|formylmethionyl leucyl phenylalanine|
human lysosome-associated membrane protein-1|human lysosome-associated membrane protein 1|
interleukine-3 receptor-alpha|interleukin-3 receptor α-chain|
guanosine triphosphatase-activating protein 1|guanosinetriphosphatase activating protein-1|
anti-β 2-glycoprotein-I antibody|anti-beta (2)-glycoprotein I antibody|
anti-β2 glycoprotein I antibody|anti-β-2-glycoprotein-I antibody|
anti-β 2-glycoprotein-I antibody|anti-beta2 glycoprotein-I antibody|
beta-amyloid precursor protein-cleaving enzyme-2|β amyloid precursor protein-cleaving enzyme 2|
prostaglandin F-2α|prostaglandin F2α|
Peroxisome proliferator-activated receptor gamma coactivator 1alpha|peroxisome proliferator-activated receptor gamma co-activator 1 alpha|
T-cell-receptor α|T-cell receptor-α|
hæmoxygenase-2|hæme oxygenase 2|
laser desorption-ionisation time-of-flight mass spectrometry|laser desorption/ionization time-of-flight mass spectrometry|
anti-β-2-glycoprotein-I antibody|anti-beta(2)-glycoprotein 1 antibody|
anti-β(2)-glycoprotein I antibody|anti-beta-2 glycoprotein 1 antibody|
neural precursor cell-expressed developmentally down-regulated 2|neural precursor cell expressed, developmentally downregulated 2|
interferon alfa2b-induced|interferon-α-2b-induced|
anti-β2 glycoprotein-I antibody|anti-β (2)-glycoprotein-I antibody|
Toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|
inhibitor κ B α|inhibitor-κ B-α|
oestrogen receptor-α|estrogen receptor α|
antiinterleukin 6 antibody|anti-interleukin-6 antibody|
anti-β(2) glycoprotein I antibody|anti-beta2-glycoprotein 1 antibody|
β-amyloid precursor protein cleaving enzyme-1|beta amyloid precursor protein cleaving enzyme|
phospholipase Cbeta(4)|phospholipase Cβ(4)|
Height-for-age Z-scores|height-for-age z score|
inhibitor-of-apoptosis protein 1|inhibitor of apoptosis protein 1|
proton induced X-ray emission analysis|particle-induced X-ray emission analysis|
toll-interleukin-1 receptor domain-containing adaptor inducing IFN-beta|toll/interleukin-1 receptor domain-containing adapter-inducing interferon beta|
American Society of Anaesthesiologists Class V|American Society of Anesthesiologists class 5|
nor-binaltorphimine|norbinaltorphimine|
crosspolarization magic angle spinning nuclear magnetic resonance spectroscopy|cross-polarisation/magic-angle spinning nuclear magnetic resonance spectroscopy|
coronary artery|coronary artery spasm|
interleukine-4 receptor α|interleukin 4 receptor alpha|
anti-beta 2 glycoprotein I antibody|anti-β 2 glycoprotein-I antibody|
interferon stimulated gene factor-3gamma|interferon-stimulated gene factor-3gamma|
cross-polarisation magic-angle spinning nuclear magnetic resonance|cross-polarization magic-angle-spinning nuclear magnetic resonance|
interleukine 2 receptor α|interleukin 2 receptor alpha|
interleukine 13 receptor α 2-chain|interleukin-13 receptor α2-chain|
anti-asialo GM(1) antibody|antiasialo GM1 antibody|
stromal-derived factor 1-alpha|stromal derived factor 1-alpha|
recombinant interleukin-1alpha|recombinant interleukin 1 α|
cross-polarisation magic-angle-spinning nuclear magnetic resonance spectroscopy|cross-polarisation/magic angle spinning nuclear magnetic resonance spectroscopy|
angiotensinconverting enzyme|angiotensin I converting enzyme|
DNA polymerase iota|polymerase iota|
toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin-1 receptor domain-containing adapter-inducing interferon beta|
Hb S-beta-thalassaemia|Hb S-β-thalassaemia|
anti-beta2 glycoprotein 1 antibody|anti-beta(2)-glycoprotein-I antibody|
interleukine-3 receptor α-subunit|interleukin-3 receptor α-subunit|
guanylate cyclase activating protein 2|guanylate cyclase-activating protein II|
anti-β (2)-glycoprotein I antibody|anti-β(2)-glycoprotein-I antibody|
American Society of Anesthesiologists grade 2|American Society of Anesthesiologists status 2|
pre-β 1 high-density lipoprotein|prebeta-1 high-density lipoprotein|
endoplasmic reticulum localized|endoplasmic reticulum localised|
T-cell receptor gammadelta-positive|T-cell receptor-gammadelta-positive|
retinoic acid receptor-related orphan receptor gammaT|retinoic acid receptor-related orphan receptor γ t|
American Society of Anaesthesiology Grade V|American Society of Anesthesiology Grade 5|
peroxisome-proliferator-activated receptor-γ coactivator 1α|peroxisome proliferator-activated receptor-γ coactivator-1 α|
American Society of Anaesthesiology Class 1|American Society of Anaesthesiology physical status I|
polyethyleneglycol 8000|poly(ethylene glycol)-8000|
Toll-interleukin1 receptor domain-containing adapter inducing interferon beta|toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|
Hb-S-β thalassemia|Hb S/β thalassaemia|
anti-β(2) glycoprotein I antibody|anti-β2 glycoprotein-1 antibody|
interleukin-5 receptor α-chain|interleukin-5 receptor-α chain|
anti-β 2 glycoprotein I antibody|anti-beta (2)-glycoprotein-I antibody|
ERbeta knockout mouse|ER-β knock-out mouse|
sterically stabilized liposomes|sterically-stabilized liposome|
beta APP cleaving enzyme-2|beta-site APP cleaving enzyme-2|
β-2-glycoprotein-I|β-2-glycoprotein-1|
American Society of Anaesthesiologists class I|American Society of Anesthesiology status 1|
anti-β-2-glycoprotein-I antibody|anti-beta2 glycoprotein 1 antibody|
anti-β(2) glycoprotein I antibody|anti-β2-glycoprotein-1 antibody|
anti-β2 glycoprotein I antibody|anti-beta(2)-glycoprotein 1 antibody|
T-cell-receptor gammadelta-positive|T-cell-receptor-gamma delta-positive|
anti-β 2 glycoprotein 1 antibody|anti-β2 glycoprotein 1 antibody|
heat shock protein 90beta|heat-shock protein 90 β|
Toll/interleukin1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
peroxisome proliferator-activated receptor-gamma coactivator 1 alpha|peroxisome proliferator-activated receptor-γ co-activator-1α|
anti-concanavalin A|anti-concanavalin-A|
magnesium|magnesia|
Toll-interleukin1 receptor domain-containing adapter inducing interferon beta|Toll/interleukin-1 receptor domain-containing adaptor inducing IFN-β|
anti-T-cell receptor α/β monoclonal antibody|anti-T cell receptor α β monoclonal antibody|
peroxisome proliferator-activated receptor γ co-activator 1α|peroxisome proliferator-activated receptor-gamma co-activator-1 alpha|
gas chromatography/high resolution mass spectrometry|gas chromatography-high-resolution mass spectrometry|
toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin1 receptor domain-containing adapter-inducing interferon-β|
T-cell receptor γδ-positive|T-cell-receptor-γδ-positive|
anti-beta-2-glycoprotein-1 antibody|anti-β-2 glycoprotein 1 antibody|
peroxisome proliferator-activated receptor-gamma co-activator 1alpha|peroxisome proliferator-activated receptor γ co-activator 1α|
sulphobutylether-beta-cyclodextrin|sulfobutyl ether-beta-cyclodextrin|
carbon 14 labeled|carbon-14 labeled|
interleukine 13 receptor α 2-chain|interleukin 13 receptor α2 chain|
anti-β 2 glycoprotein-I antibody|anti-β-2 glycoprotein 1 antibody|
toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin1 receptor domain-containing adapter inducing interferon β|
anti-beta(2)-glycoprotein 1 antibody|anti-beta-2 glycoprotein 1 antibody|
group V sPLA(2)|group V sPLA2|
ER-β knock-out|ERβ knock-out|
T-cell receptor γ δ|T-cell receptor γδ|
T-cell receptor γδ-positive|T-cell-receptor γ δ-positive|
G protein alpha i3 subunit|G-protein α i3 subunit|
anti-β 2 glycoprotein 1 antibody|anti-β(2) glycoprotein-I antibody|
β(2)-glycoprotein-I|β-2-glycoprotein I|
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor γ coactivator-1 α|
American Society of Anesthesiology status 2|American Society of Anesthesiologists grade 2|
cross-polarisation magic angle spinning nuclear magnetic resonance spectroscopy|crosspolarisation/magic angle spinning nuclear magnetic resonance spectroscopy|
T-cell receptor γδ-positive|T-cell receptor-γ δ-positive|
T-cell receptor γδ-positive|T cell receptor γ δ-positive|
beta site APP cleaving enzyme-1|beta APP cleaving enzyme 1|
metatarsophalangeal|metatarsalphalangeal|
lympho-proliferative disorder|lymphoproliferative disorder|
T cell receptor-gammadelta-positive|T-cell receptor gammadelta-positive|
sodium taurocholate cotransporting polypeptide|sodium-taurocholate cotransporting polypeptide|
retinoic-acid-receptor-related orphan receptor gammat|retinoic acid receptor-related orphan receptor gammat|
T-cell receptor γδ-positive|T-cell-receptor γδ-positive|
interleukine-13 receptor α-1 chain|interleukin-13 receptor alpha1-chain|
anti-β-2-glycoprotein-1 antibody|anti-β2 glycoprotein 1 antibody|
toll/interleukin1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|
bacterial complex|bacterial antigen complex|
anti-T-cell receptor α/β monoclonal antibody|anti-T cell receptor α β monoclonal antibody|
estrogen receptor-β knockout|oestrogen receptor β knockout|
phospholipase Cdelta(1)|phospholipase C δ(1)|
tumor necrosis factor α receptor 1|tumor necrosis factor-α receptor 1|
interleukin-13 receptor α 2-chain|interleukine 13 receptor α2 chain|
fluorine 18-labeled fluoro-deoxy-glucose|fluorine-18 labeled fluoro-deoxyglucose|
calcitonin gene-related peptide immunoreactive nerve fiber|calcitonin-gene-related peptide immunoreactive nerve fibre|
peroxisome-proliferator-activated receptor alpha agonist|peroxisome proliferator activated receptor-α agonist|
retinoic-acid-receptor-related orphan receptor γ T|retinoic acid receptor-related orphan receptor γ-T|
anti-β2 glycoprotein-1 antibody|anti-β2-glycoprotein-I antibody|
cross polarization/magic-angle spinning nuclear magnetic resonance|cross polarization magic-angle-spinning nuclear magnetic resonance|
antiinterleukin-6 neutralizing antibody|antiinterleukin 6 neutralising antibody|
American Society of Anesthesiologists physical status IV|American Society of Anesthesiologists grade IV|
TBP-associated factor 3|TBP associated factor-3|
oestrogen receptor α knockout|oestrogen receptor α knockout mouse|
peroxisome-proliferator-activated receptor-γ coactivator 1α|peroxisome proliferator-activated receptor-γ coactivator-1 α|
anti-human T-cell lymphotrophic virus type-I antibody|anti-human T cell lymphotropic virus 1 antibody|
TATA-binding protein-associated factor-7|TATA-binding protein associated factor 7|
inhibitor κ B-beta|inhibitor-κB-beta|
type and crossmatch|type and cross-match|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|
β(2) glycoprotein-I|β 2-glycoprotein I|
beta amyloid precursor protein-cleaving enzyme 1|beta amyloid precursor protein cleaving enzyme-1|
anti-β2 glycoprotein-1 antibody|anti-beta2 glycoprotein-1 antibody|
estrogen receptor-β knock out mouse|oestrogen receptor β knock-out mouse|
prolymphocytic leukemia|B cell prolymphocytic leukemia|
pegylated interferon-α-2b|pegylated interferon-alfa-2b|
CCAAT/enhancer binding protein-β|CCAAT enhancer binding protein β|
interleukin 2 receptor alpha subunit|interleukin 2 receptor α-subunit|
Toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|toll/interleukin1 receptor domain-containing adapter-inducing interferon-β|
peroxisome-proliferator-activated receptor-gamma co-activator 1alpha|peroxisome-proliferator-activated receptor-γ co-activator-1α|
peroxisome proliferator-activated receptor γ co-activator 1α|peroxisome proliferator-activated receptor-gamma co-activator-1 alpha|
anti-β(2)-glycoprotein-I antibody|anti-beta2-glycoprotein-1 antibody|
T-cell-receptor-gammadelta-positive|T-cell-receptor gamma delta-positive|
non-depolarizing neuromuscular blocking agent|nondepolarising neuromuscular blocking agent|
G protein β-γ subunit|G-protein β-γ subunit|
interleukin-12 receptor β 1|interleukin 12 receptor beta1|
pituitary tumor derived fibroblast growth factor receptor-4|pituitary tumour-derived fibroblast growth factor receptor 4|
American Society of Anesthesiologists status 3|American Society of Anesthesiologists class 3|
anti-beta(2)-glycoprotein I antibody|anti-β(2)-glycoprotein-I antibody|
crosspolarisation magic-angle spinning nuclear magnetic resonance spectroscopy|cross polarization magic-angle spinning nuclear magnetic resonance spectroscopy|
β-2 glycoprotein-I|β-2-glycoprotein I|
beta site amyloid precursor protein-cleaving enzyme 2|beta site amyloid precursor protein-cleaving enzyme-2|
type-2 corticotropin releasing hormone receptor|corticotrophin releasing hormone receptor type-2|
β 2 glycoprotein-I|β2 glycoprotein I|
SIAH interacting protein|SIAH-interacting protein|
leucine specific transfer RNA|leucine specific tRNA|
