LF1|LF2|Synonym
complete remission|first complete remission|
American Society of Anaesthesiologists Grade III|American Society of Anesthesiologists status III|
angiotensin converting enzyme activity|angiontensin converting enzyme inhibitor|
magnetic resonance mammography|magnetic resonance urography|
cluster of differentiation antigen 11c|cluster of differentiation 8|
insulinlike growth factor receptor 2|insulinlike growth factor 1 receptor|
platelet derived growth factor A|platelet-derived growth factor-B chain|
x-ray photoelectron spectroscopic|X ray photo-electron spectroscopy|
SRY-type high-mobility-group box 9|Sry-type high-mobility-group box 9|
NIMA-related kinase-2B|NIMA-related kinase 3|
interleukin-4 receptor α chain|interleukin-3 receptor-α|
beta-site APP-cleaving enzyme-1|beta APP cleaving enzyme 1|
anti-beta-2-glycoprotein I antibody|anti-β(2) glycoprotein-I antibody|
fluorescence antibody|fluorescence anisotropy|
colony-forming unit-granulocyte|colony-forming unit granulocyte-macrophage|
transient receptor potential vanilloid type 3|transient receptor potential vanilloid receptor 5|
American Society of Anaesthesiology physical status V|American Society of Anaesthesiology class 5|
American Society of Anaesthesiologists Status III|American Society of Anesthesiology Class 4|
receptor-like protein-tyrosine phosphatase-kappa|receptor protein tyrosine phosphatase delta|
Fcγ-receptor III|Fc γ receptor IIa|
human leucocyte antigen class II|human leucocyte antigen DR7|
transcriptional intermediary factor 1-γ|transcriptional intermediary factor 1 α|
cadherin 15|cadherin19|
adenosine diphosphatase|ecto-adenosine diphosphatase|
constitutive nitric oxide synthase|neuronal constitutive nitric oxide synthase|
deoxyadenosine triphosphate|inosine triphosphate|
gamma-aminobutyric acidB receptor|γ-amino-butyric acid B receptor|
HIF prolyl hydroxylase|prolyl 4-hydroxylase|
matrix assisted laser desorption/ionisation time of flight mass spectrometry|laser desorption ionisation time of flight mass spectrometry|
tetra-ethyl-thiuramdisulfide|tetra-ethyl-thiuram disulphide|
A disintegrin and metalloprotease-12|A disintegrin and metalloprotease 11|
ras-related GTP-binding protein 17|ras-related GTP-binding protein 23|
American Society of Anesthesiology Class III|American Society of Anesthesiologists Grade I|
American Society of Anesthesiology status I|American Society of Anesthesiology grade 2|
cumulus cell-enclosed oocyte|cumulus cell enclosed oocyte|
corticotropin-releasing factor-1 receptor|corticotropin releasing factor 2 receptor|
first phase insulin release|first phase insulin response|
right coronary artery|left coronary artery|
interleukin 2 receptor α-chain|interleukine 13 receptor α 2-chain|
intradiscal electro-thermal therapy|intra-diskal electrothermal therapy|
phospholipases A(2)|phospholipase A(2)|
t2 (thoracic vertebra 2)|thoracic vertebra 6|
American Society of Anaesthesiology|American Society of Anesthesiology grade 3|
vesicle associated membrane protein-4|vesicle-associated membrane protein-2|
antineutrophil cytoplasm antibody|anti-neutrophil cytoplasmic antibody negative|
a disintegrin and metalloprotease-10|a disintegrin and metalloprotease-6|
diffusion capacity|diffusing capacity|
1,3-dimethyl-2-thiourea|dimethylthiourea|
A disintegrin and metalloprotease-9|A disintegrin and metalloprotease-33|
puromycin N-acetyl transferase|serotonin N-acetyltransferase|
anti-CD68 monoclonal antibody|antiIL-13 monoclonal antibody|
HhaI methyltransferase|histamine methyltransferase|
interleukin 3 receptor alpha|interleukine-18 receptor-alpha|
human immunodeficiency virus 1 antibody|human immunodeficiency virus type 1 antibody|
Expanded Program of Immunization|Expanded Programme of Immunisation|
American Society of Anaesthesiology physical status II|American Society of Anaesthesiology physical status|
heparin-induced platelet activation|heparin-induced platelet activation test|
American Society of Anaesthesiology grade 2|American Society of Anesthesiology status 4|
factor I|factor VIIa|
Normalised Difference Vegetation Index|Normalized Difference Vegetation Index|
receptor-like protein tyrosine phosphatase delta|receptor-like protein tyrosine phosphatase-η|
Fellow of the American Public Health Association|American Public Health Association|
microtubule-associated protein-tau|microtubule-associated protein 5|
Von Hippel Lindau tumor suppressor gene product|von Hippel-Lindau tumour suppressor protein|
methyl thyrotropin-releasing hormone|thyrotropin releasing hormone|
Benzyloxyresorufin O-dealkylase|Ethoxyresorufin O-dealkylase|
American Society of Anaesthesiology physical status 2|American Society of Anaesthesiologists class 5|
Src homology 2 domain-containing protein-tyrosine phosphatase-1|Src homology-2 domain-containing protein tyrosine phosphatase 2|
American Society of Anaesthesiologists Status III|American Society of Anaesthesiology Class III|
indirect immunofluorescent test|direct immunofluorescence|
UDP-glucuronosyltransferase family 1|UDP-glucuronosyltransferase 2B10|
diphtheria-tetanus-polio vaccine|diphtheria-tetanus-pertussis vaccine|
lateral hypothalamic|ventrolateral hypothalamic|
B subunit of Escherichia coli heat-labile enterotoxin|Escherichia coli heat-stable enterotoxin|
anti-IL-13 antibody|anti-IL13 antibody|
cross-polarisation magic angle spinning|cross polarization magic-angle spinning|
A disintegrin and metalloprotease 15|a disintegrin and metalloproteinase-8|
meta-hydroxyephedrine|C-11 hydroxyephedrine|
benzo(a)pyrene diol-epoxide DNA adduct level|benzo[a]pyrene diol-epoxide-DNA adduct level|
elimination rate constant|inhibition rate constant|
anti-IL-17 antibody|antiIL-18 antibody|
levo-dopa-induced dyskinesia|L-Dopa induced dyskinesia|
corticotropin releasing factor type 1 receptor|corticotrophin releasing hormone receptor-2|
alpha-methyltyrosine|alpha-methylparatyrosine|
adreno-corticotrophin hormone|Adrenocorticotropic hormone cell|
thrombocytopenia with absent radius|thrombocytopenia absent radius syndrome|
a disintegrin and metalloproteinase-4|A disintegrin and metalloprotease-23|
hypoxia inducible factor|hypoxia-inducible factor 1β|
cross-polarization/magic-angle-spinning nuclear magnetic resonance|cross-polarisation/magic angle spinning nuclear magnetic resonance|
human B-cell lymphotropic virus|human B lymphotropic virus|
Salmonella mura|Salmonella lomita|
interleukine-2 receptor α-subunit|interleukine 2 receptor α subunit|
interleukine-4 receptor α chain|interleukine 11 receptor α|
receptor-like protein-tyrosine phosphatase-zeta|receptor-like protein-tyrosine phosphatase-alpha|
interleukine-6 receptor α-chain|interleukin 13 receptor α2-chain|
Digital Imaging and Communications in Medicine|digital imaging and communications in medicine format|
cluster of differentiation antigen 96|cluster of differentiation 44|
Raphanus sativus varietas acanthiformis|Raphanus sativus varietas niger|
increased intracranial pressure|raised intracranial pressure|
interleukin-2 receptor common γ chain|interleukin-2 receptor α chain|
cluster of differentiation antigen 19|cluster of differentiation 3 antibody|
augmented correlation consistent polarised valence double-zeta basis set|augmented correlation-consistent polarised valence double ζ basis set|
bcl-2 associated X protein|BCL2 associated X-protein|
proinsulin-like growth factor II|prepro-insulin-like growth factor|
American cutaneous leishmaniasis|zoonotic cutaneous leishmaniasis|
human adenovirus serotype B|human adenovirus serotype G|
enzyme-linked immuno sorbent assay|enzyme linked immuno-adsorbent assay|
receptor binding protein|victorin binding protein|
a disintegrin and metalloprotease 15|A disintegrin and metalloprotease-4|
interleukin 13 receptor α 2-chain|interleukin-15 receptor alpha-chain|
glycoprotein H|β2 glycoprotein 1|
estrogen receptor alpha specific|estrogen receptor α-specific|
Patient Health Questionnaire|4-item Patient Health Questionnaire|
kruppel-like factor 11|Krueppel-like factor 6|
geranylgeranyl protein transferase|geranylgeranyltransferase|
anti-glomerular basement membrane antibody|antiglomerular basement membrane antibody disease|
cytochrome P450 4A|cytochrome P-450 2B10|
cross-polarisation/magic angle spinning nuclear magnetic resonance spectroscopy|cross polarization magic angle spinning nuclear magnetic resonance spectroscopy|
human transforming growth factor-beta1|recombinant human transforming growth factor beta 1|
vitamin K2|vitamin B|
5-hydroxytryptamine4|5-hydroxytryptamine type 3|
mouse tumor necrosis factor|tumor necrosis factor-a|
a disintegrin and metalloproteinase 10|A disintegrin and metalloproteinase 7|
γ-aminobutyric acid type-A receptor|γ-amino butyric acid type A|
laryngeal squamous cell carcinoma|oropharyngeal squamous cell carcinoma|
Krüppel-like factor-4|Kruppel-like factor 8|
anti-IL-3 antibody|anti-IL 6R antibody|
anti-toll-like receptor-4 monoclonal antibody|anti-toll-like receptor-3 antibody|
insulinlike growth factor I-mediated|insulin-like growth factor I protein|
β-2-glycoprotein-I|α-2-HS glycoprotein|
mullerian-inhibiting factor|leucemia-inhibiting factor|
anti-IL 18 antibody|anti-IL12 antibody|
anti-IL-18 antibody|antiIL-2 antibody|
chlorphentermine|phentermine|
bromo-deoxyuridine triphosphate|deoxyuridine diphosphatase|
succinate dehydrogenase B|isocitrate dehydrogenase 1|
retinoic-acid-receptor-related orphan receptor γ-T|retinoic acid receptor-related orphan receptor gamma T|
sporulation protein VB|sporulation protein IIAC|
tumour-necrosis-factor-receptor-associated factor|tumour necrosis factor receptor associated factor 2|
A disintegrin and metalloprotease 4|a disintegrin and metalloprotease-13|
synaptosomal associated protein|synaptosome-associated protein-25 kDa|
p-38 mitogen-activated protein kinase|p38 mitogen activated protein kinase|
computed tomography colonography|computed tomography angiography|
human adenovirus type 5|human adenovirus 47|
American Society of Anaesthesiologists class I|American Society of Anesthesiologists Grade 1|
insulin-like growth factor-II messenger RNA-binding protein-3|insulin-like growth factor-II mRNA binding protein-2|
matrix-assisted laser desorption ionization mass spectrometry|matrix-assisted laser desorption ionization time-of-flight mass spectrometry|
receptor protein-tyrosine phosphatase-β|receptor-like protein tyrosine phosphatase-ψ|
augmented correlation-consistent polarised-valence triple-zeta basis set|augmented correlation-consistent polarized-valence triple-ζ basis set|
interleukine-15 receptor-alpha|interleukine-4 receptor-α|
immunoglobulin G-κ|immunoglobulin K|
nerve growth factor receptor|epidermal growth factor receptor 1|
retinoic-acid-receptor-related orphan receptor gamma|retinoic acid receptor-related orphan receptor gamma-T|
branched-chain keto acids|branched-chain amino acids|
phospholipase|phospholipase C-γ-2|
American Society of Anaesthesiology physical status 4|American Society of Anesthesiologists status III|
pentoxy resorufin-O-dealkylase|benzyloxy resorufin O-dealkylase|
cluster of differentiation 8|cluster of differentiation 11A|
interleucin 6|interleukin 1β|
endotoxin neutralizing capacity|acid neutralizing capacity|
krüppel-like factor-12|kruppel-like factor 2|
D2 dopamine receptor|dopamine receptor D4|
interleukine 2 receptor α-subunit|interleukin 5 receptor α-subunit|
perfluorooctanoate|perfluoro-octanoate|
peroxisome proliferator-activated receptor-gamma co-activator-1|peroxisome-proliferator-activated receptor-gamma coactivator-1alpha|
neural precursor cell-expressed, developmentally down-regulated 1|neural-precursor-cell-expressed developmentally down-regulated 4|
inpatient prospective payment system|outpatient prospective payment system|
T-cell-receptor γ δ-positive|T-cell-receptor-γδ-positive|
a disintegrin and metalloprotease 12|a disintegrin and metalloprotease 3|
metabotropic glutamate receptor subtype 1|metabotropic glutamate receptor type 4|
indoleamine 2,3-dioxygenase 2|indoleamine dioxygenase|
a disintegrin and metalloproteinase 12|a disintegrin and metalloprotease 8|
recombinant granulocyte-macrophage colony stimulating factor|recombinant human granulocyte colony-stimulating factor|
nucleoside reverse transcriptase inhibitor backbone|nucleoside reverse transcriptase inhibitor-based|
anti-IL 13 antibody|anti-IL 2 antibody|
transforming growth factor type-beta|transforming growth factor-beta3|
venom immunotherapy|chemoimmunotherapy|
human adenovirus serotype 9|human adenovirus type 43|
interleukin 3 receptor α subunit|interleukin 13 receptor-α2 subunit|
American Society of Anesthesiologists class 5|American Society of Anesthesiologists grade 2|
1-methyl-3-propylxanthine|3,7-dimethyl-1-propargylxanthine|
cross-polarization/magic-angle spinning nuclear magnetic resonance spectroscopy|cross-polarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|
