LF1|LF2|Synonym
anti-beta-2-glycoprotein 1 antibody|anti-β2-glycoprotein-I antibody|
carboxy-methyl cellulose|carboxy-methyl-cellulose|
chaperonin-containing TCP-1|chaperonin containing TCP-1|
interleukin 1β protein|interleukin 1 β protein|
toll-interleukin1 receptor domain-containing adapter inducing interferon beta|Toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|
ER β knock out mouse|ER β knockout mouse|
American Society of Anaesthesiology status 5|American Society of Anaesthesiology grade 5|
phospholipase C-β3|phospholipase C-β 3|
phospholipase Cbeta1|phospholipase Cβ(1)|
anti-β 2-glycoprotein-I antibody|anti-β (2)-glycoprotein I antibody|
corticotropin-releasing-hormone receptor-2|corticotrophin releasing hormone receptor-2|
anti-asialo GM1 antibody|antiasialo GM-1 antibody|
phospholipase C-β 2|phospholipase C β(2)|
krüppel-associated box-associated protein 1|Krüppel-associated box-associated protein 1|
a disintegrin and metalloproteinase-10|A disintegrin and metalloprotease 10|
human transforming growth factor β1|human transforming growth factor-beta 1|
retinoic acid receptor-related orphan receptor γ T|retinoic acid receptor-related orphan receptor γ-T|
developmental pluripotency-associated-5|developmental pluripotency associated 5|
anti-β-2-glycoprotein-I antibody|anti-beta(2)-glycoprotein 1 antibody|
cell-mediated lympholysis|cell-mediated lysis|
computer assisted sperm analysis|computer assisted semen analysis|
Atlanta Veterans' Administration Medical Center|Atlanta Veterans Affairs Medical Center|
Fc γ receptor II|Fcγ receptor II|
toll-interleukin1 receptor domain-containing adapter inducing interferon β|toll-interleukin-1 receptor domain-containing adapter-inducing interferon β|
glycosyl-phosphatidyl inositol-anchored|glycosyl-phosphatidyl-inositol-anchored|
recombinant human transforming growth factor-beta1|recombinant human transforming growth factor beta1|
pre-interleukin 1β|pre-interleukin 1beta|
anti-β-2 glycoprotein-1 antibody|anti-β(2)-glycoprotein 1 antibody|
neuregulin1-β|neuregulin-1-β|
T-cell-receptor gammadelta-positive|T-cell-receptor-gamma delta-positive|
testicular-feminised male mouse|testicular-feminized mouse|
interleukine-6 receptor alpha subunit|interleukine-6 receptor alpha|
β amyloid precursor protein cleaving enzyme-2|beta amyloid precursor protein-cleaving enzyme 2|
anti-β (2)-glycoprotein I antibody|anti-beta2 glycoprotein 1 antibody|
human T-cell leukemia virus type-1-infected|human T cell leukaemia virus type I-infected|
interleukine-5 receptor-α|interleukin-5 receptor α chain|
anti-beta-2-glycoprotein I antibody|anti-beta-2 glycoprotein-1 antibody|
anti-β 2 glycoprotein 1 antibody|anti-beta(2) glycoprotein-I antibody|
antiIL-1 alpha monoclonal antibody|anti-IL-1alpha monoclonal antibody|
extracellular signal-regulated kinase-1/2|extracellular signal-regulated kinases|
transforming growth factor beta 1|transforming growth factor-β(1)|
mid-upper arm circumference|mid-upper-arm circumference|
microtubule-associated protein-1 light-chain 3|microtubule associated protein-1 light chain-3|
nonhydroxyapatite-coated|nonhydroxyapatite coated|
counterimmuno-electrophoretic|counter-current immuno-electrophoresis|
technetium-99m-diisopropyliminodiacetic acid|technetium-99m diisopropyliminodiacetic acid|
anti-human T-cell lymphotropic virus-1 antibody|anti-human T cell lymphotropic virus type-I antibody|
IL-3 receptor α|IL-3 receptor α chain|
enzyme linked immuno sorbant assay|enzyme linked immuno sorbent assay|
interleukin 12 receptor β1 chain|interleukin-12 receptor β 1 chain|
anti-β2 glycoprotein-1 antibody|anti-beta(2)-glycoprotein 1 antibody|
anti-beta2 glycoprotein 1 antibody|anti-beta2 glycoprotein I antibody|
pre-interleukin 1beta|pre-interleukin-1 beta|
crosspolarisation magic angle spinning nuclear magnetic resonance spectroscopy|cross-polarisation/magic-angle spinning nuclear magnetic resonance spectroscopy|
ωconotoxin|ω conotoxin|
beta-APP cleaving enzyme-1|β APP cleaving enzyme 1|
interleukin-3 receptor α-chain|interleukine 3 receptor α-chain|
T-cell receptor γ δ-positive|T-cell receptor gamma delta-positive|
anti-beta-2-glycoprotein-1 antibody|anti-β-2-glycoprotein-I antibody|
transforming growth factor-β activated kinase 1|transforming growth factor-β-activated kinase-1|
branched chain α-keto acid dehydrogenase complex|branched-chain alpha-ketoacid dehydrogenase|
antiIL-1 alpha monoclonal antibody|anti-IL 1alpha monoclonal antibody|
antiIL-15 antibody|anti-IL 15 antibody|
anti-T-cell receptor-α β monoclonal antibody|anti-T-cell receptor alpha/beta monoclonal antibody|
estrogen receptor beta knockout mouse|estrogen receptor β knock out mouse|
poly-L-lactic acid|poly-laevolactic acid|
Toll/interleukin 1 receptor domain-containing adapter-inducing interferon β|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
GTP binding protein β-γ subunit|GTP-binding protein βgamma subunit|
β2 glycoprotein-I|β-2-glycoprotein I|
American Society of Anesthesiologists grade II|American Society of Anaesthesiology status 2|
estrogen receptor beta knockout|oestrogen receptor β knockout|
phospholipase Cbeta1|phospholipase C-β 1|
translational initiation region|translation initiation region|
anti-β2 glycoprotein-1 antibody|anti-beta-2 glycoprotein I antibody|
peroxisome proliferator-activated receptor-gamma coactivator-1 alpha|peroxisome proliferator-activated receptor-gamma co-activator 1 alpha|
American Society of Anaesthesiology Grade IV|American Society of Anaesthesiologists Status IV|
F-18 fluoro-deoxy-glucose|F18-fluorodeoxyglucose|
toll-interleukin-1 receptor domain-containing adapter-inducing interferon beta|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
β-2-glycoprotein-I|β 2 glycoprotein-I|
T-cell-receptor gamma delta-positive|T-cell-receptor-gamma delta-positive|
α2-HS glycoprotein|alpha2-HS glycoprotein|
interferon alfa2b-induced|interferon-alfa-2b-induced|
anti-β(2)-glycoprotein-I antibody|anti-beta(2)-glycoprotein-I antibody|
meticillin resistant Staphylococcus pseudintermedius|meticillin resistant S. pseudintermedius|
ER-β knock-out|ERβ knock-out|
anti-β(2) glycoprotein-I antibody|anti-beta-2 glycoprotein-I antibody|
cellular Fas-associated death domain-like interleukin-1β converting enzyme-inhibitory protein|cellular Fas-associated death domain-like interleukin-1-β converting enzyme inhibitory protein|
T cell receptor γδ-positive|T-cell receptor γδ-positive|
Trail Making Test, part A|Trail Making Test-Part A|
interleukine 13 receptor α 2 chain|interleukin 13 receptor α2-chain|
T-cell-receptor gamma delta-positive|T-cell receptor gammadelta-positive|
toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|
insecticide-treated nets|insecticide treated bed net|
beta-APP-cleaving enzyme-2|β APP cleaving enzyme-2|
β-site amyloid precursor protein cleaving enzyme 2|β site amyloid precursor protein-cleaving enzyme 2|
American Society of Anesthesiology status IV|American Society of Anaesthesiology physical status IV|
inhibitor κB-α|inhibitor κB-alpha|
insulin-like growth factor-II messenger RNA binding protein 2|insulin-like growth factor II mRNA-binding protein 2|
guanylate cyclase-activating protein 2|guanylate cyclase activating protein 2|
Sry-box containing gene 9|sry-box-containing gene-9|
laevonorgestrel releasing intra-uterine system|levonorgestrel intra-uterine system|
matrix-assisted laser desorption/ionisation time of flight mass spectrometry|matrix assisted laser desorption ionisation time of flight mass spectrometry|
IL-15 receptor alpha-chain|IL-15 receptor alpha chain|
transforming growth factor β type II receptor|type II transforming growth factor β receptor|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
beta-amyloid precursor protein-cleaving enzyme-2|β-amyloid precursor protein-cleaving enzyme-2|
anti-beta (2)-glycoprotein-I antibody|anti-beta 2 glycoprotein-I antibody|
receptor protein tyrosine phosphatase-ζ|receptor-like protein tyrosine phosphatase-zeta|
American Society of Anaesthesiologists status 5|American Society of Anesthesiology status V|
anti-beta2 glycoprotein-I antibody|anti-beta2 glycoprotein 1 antibody|
anti-β(2)-glycoprotein 1 antibody|anti-β-2 glycoprotein I antibody|
transforming growth factor-beta receptor I|transforming growth factor-β receptor 1|
3 β-hydroxysteroid-dehydrogenase deficiency|3 beta-hydroxysteroid dehydrogenase deficiency|
phosphoinositide 3-kinase catalytic subunit p110 alpha|phosphatidylinositol-3 kinase catalytic subunit p110alpha|
T cell receptor γδ-positive|T-cell receptor γδ-positive|
anti-β 2 glycoprotein-I antibody|anti-β(2)-glycoprotein 1 antibody|
phosphatidyl ethanolamine-binding protein 2|phosphatidyl-ethanolamine-binding protein 2|
G protein α(s)|G protein α-s|
recombinant human interferon-α A/D|recombinant human interferon-alpha-A/D|
alpha2-macroglobulin receptor-associated protein|alpha2 macroglobulin receptor-associated protein|
American Society of Anesthesiologists Class V|American Society of Anesthesiology status 5|
T-cell receptor γδ-positive|T-cell receptor-γ δ-positive|
L-phenylalanine mustard|l-phenylalanine mustard|
oestrogen receptor-β knockout|estrogen receptor-β knockout|
β-2 glycoprotein I|β 2 glycoprotein 1|
mammalian gonadotropin releasing hormone|mammalian gonadotrophin-releasing hormone|
gamma-aminobutyric acid type-A|γ-amino-butyric acid type A|
β(2)-glycoprotein 1|β2-glycoprotein-1|
α-smooth muscle actin positive|α smooth muscle actin-positive|
tubulointerstitial nephritis with uveitis|tubulo-interstitial nephritis and uveitis|
alpha-one anti-trypsin|α-one anti-trypsin|
cross polarization/magic-angle spinning nuclear magnetic resonance|cross-polarization/magic angle spinning nuclear magnetic resonance|
transforming growth factor-beta-activated kinase 1|transforming-growth-factor-beta-activated kinase 1|
technetium-99m-galactosyl-neoglycoalbumin|technetium-99m galactosylneoglycoalbumin|
left anterior descending|left anterior descending artery|
maximum Hoffmann reflex|maximum H reflex|
beta site amyloid precursor protein cleaving enzyme|beta site amyloid precursor protein-cleaving enzyme|
gonadotrophin-releasing hormone agonist|gonadotropin-releasing hormone-agonist|
peroxisome proliferator-activated receptor γ coactivator-1α|peroxisome proliferator-activated receptor gamma co-activator-1 alpha|
interleukine-13 receptor α1|interleukine-13 receptor α-1 chain|
anti-β(2)-glycoprotein 1 antibody|anti-beta2-glycoprotein 1 antibody|
insulin-like growth factor-II messenger RNA binding protein-1|insulin-like growth factor-II mRNA binding protein 1|
interleukine 2 receptor α-chain|interleukin-2 receptor α chain|
human adenovirus serotype 14|human adenovirus 14|
anti-β (2)-glycoprotein I antibody|anti-beta 2 glycoprotein 1 antibody|
Toll/interleukin1 receptor domain-containing adapter-inducing interferon-β|toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|
α 2-antiplasmin|α2-antiplasmin|
American Society of Anesthesiologists Grade IV|American Society of Anesthesiologists grade IV|
anti-human T-cell lymphotrophic virus type-I antibody|anti-human T cell lymphotrophic virus 1 antibody|
IL-13 receptor alpha 2-chain|IL13 receptor alpha2 chain|
gamma-aminobutyric acid-B receptor|γ-aminobutyric acid type B receptor|
multi-drug resistance-1|multi-drug-resistance 1|
T-cell receptor γδ-positive|T-cell-receptor-γ δ-positive|
non-muscle myosin heavy-chain IIB|non-muscle myosin heavy chain IIB|
T cell receptor-γδ-positive|T-cell-receptor γδ-positive|
heparin-induced thrombocytopenia syndrome|heparin induced thrombocytopenia syndrome|
interleukin 12 receptor beta2 chain|interleukin 12 receptor β2 chain|
interleukin 13 receptor α 2 subunit|interleukine-13 receptor-α 2 subunit|
anti-T cell receptor alpha beta monoclonal antibody|anti-T-cell receptor α/β monoclonal antibody|
transforming growth factor β(1)|transforming growth factor beta-1|
calcitonin-gene-related peptide-immunoreactive nerve fiber|calcitonin-gene-related peptide immunoreactive nerve fibre|
T cell receptor-gammadelta-positive|T-cell receptor-gamma delta-positive|
corticotropin releasing hormone receptor 2|corticotropin-releasing-hormone receptor 2|
anti-matrix metalloproteinase-3 antibody|anti-matrix metalloprotease 3 antibody|
anti-β 2-glycoprotein-I antibody|anti-β (2)-glycoprotein-I antibody|
leukaemia inhibitory factor receptor β|leukemia inhibitory factor receptor beta|
anti-interleukin-13 antibody|antiinterleukin 13 antibody|
type-2 corticotropin releasing hormone receptor|type-2 corticotrophin-releasing-hormone receptor|
cross polarization magic-angle-spinning nuclear magnetic resonance|cross polarization magic-angle spinning nuclear magnetic resonance|
guanylate cyclase-activating protein-II|guanylyl cyclase-activating protein-II|
anti-β2 glycoprotein-1 antibody|anti-beta 2-glycoprotein I antibody|
G-protein α(i3) subunit|G protein α i3-subunit|
interleukin 13 receptor alpha2 chain|interleukine-13 receptor α2-chain|
interleukin-3 receptor α chain|interleukine 3 receptor α chain|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|Toll-interleukin1 receptor domain-containing adapter-inducing interferon β|
receptor-like protein-tyrosine phosphatase-ζ|receptor-like protein tyrosine phosphatase ζ|
T-cell-receptor γ δ-positive|T-cell receptor-γ δ-positive|
interpulse interval|inter-peak interval|
peroxisome proliferator-activated receptor γ co-activator-1α|peroxisome-proliferator-activated receptor-gamma coactivator 1 alpha|
