LF1|LF2|Synonym
beta-APP-cleaving enzyme-1|β-APP cleaving enzyme|
pegylated interferon alpha-2b|pegylated interferon α-2b|
Rigid gas permeable|rigid gas-permeable|
American Society of Anesthesiologists grade IV|American Society of Anaesthesiologists Class V|
human adenovirus 17|human adenovirus 28|
β-site amyloid precursor protein cleaving enzyme-2|beta amyloid precursor protein cleaving enzyme-1|
Mitogen-activated protein kinase kinase 1|mitogen-activated protein kinases|
insulin-like growth factor-1-treated|insulin-like growth factor-1-mediated|
low density lipo-protein|high-density lipo-protein|
tyrosine kinase genes|thymidine kinase gene|
transmissible gastroenteritis|transmissible gastroenteritis coronavirus|
type 2 NADH dehydrogenase|type 1 NADPH dehydrogenase|
Src homology-2 domain-containing protein tyrosine phosphatase|Src homology 2 domain containing protein tyrosine phosphatase substrate-1|
cervical intraepithelial neoplasia|intra-epithelial neoplasia|
respiratory care|respiratory care unit|
glycosamino-glycan polysulphuric acid|glycosamino-glycan polysulphate|
peroxisome proliferator-activated receptor γ coactivator 1 α|peroxisome proliferator-activated receptor γ coactivator-1|
corticotrophin-releasing-hormone receptor-2|corticotrophin-releasing hormone receptor 1|
atrioventricular block|atrioventricular bundle|
late activation antigens|very late activation antigen 4|
maximum serum concentrations|maximum urinary concentration|
glycoprotein|β2-glycoprotein I|
cytochrome P450 3A4|cytochrome P450 1B1|
IL-3 receptor-alpha|IL2 receptor alpha|
Toll-like receptor-4|toll-like receptor 8|
testicular-feminized male mouse|testicular-feminised mouse|
American Society of Anesthesiology class 3|American Society of Anaesthesiologists status I|
extracellular signal-regulated kinase-1/2|Extracellular signal-regulated protein kinases|
a disintegrin and metalloprotease 4|a disintegrin and metalloproteinase 4|
TBP associated factor 10|TBP associated factor 11|
p110γ PI-3 kinase|p110γ PI3-kinase|
human adenovirus 9|human adenovirus type 49|
anti-IL8 antibody|anti-IL 6R antibody|
thyrotropin-releasing hormone receptor-1|type 2 corticotrophin releasing hormone receptor|
American Society of Anesthesiology Class 3|American Society of Anesthesiology Class III|
oro-facio-digital syndrome type II|oro-faciodigital syndrome|
T cell receptor-α/β|T cell receptor α|
neural-precursor-cell-expressed developmentally downregulated 9|neural precursor cell-expressed developmentally down-regulated 2|
methylmalonicaciduria|methylmalonic acid|
diabetic neuropathy|diabetic retinopathy|
Gardnerella vaginalis|gardnerella vaginialis|
augmented correlation-consistent polarized valence triple-ζ basis set|augmented correlation consistent polarised valence double ζ basis set|
human tumor necrosis factor beta|human tumour necrosis factor-α|
C-terminal trans-activation domain|carboxy terminal trans-activation domain|
ras-related GTP-binding protein 14|ras-related GTP-binding protein 23|
peroxisome-proliferator-activated receptor-β|peroxisome proliferator-activated receptor gamma 1|
American Society of Anesthesiologists status 1|American Society of Anesthesiologists physical status|
recombinant bovine interferon-gamma|recombinant murine interferon|
TBP associated factor 5|TBP associated factor 8|
tachykinin-like immunoreactivity|Galanin-like immunoreactivity|
Flavobacterium aurantiacum|Agrobacterium aurantiacum|
human leucocyte antigen DR5|human leucocyte antigen DR-1|
fibroblast growth factor|fibroblast growth factor 7|
spino-cerebellar ataxia-3|spinocerebellar ataxia 1|
anti-IL-12p40 antibody|antiIL-3 antibody|
peroxisome proliferator-activated receptor-gamma 1|peroxisome-proliferator-activated receptor-gamma co-activator-1alpha|
small cell carcinoma of the cervix|small cell carcinoma of the bladder|
deep venous thrombophlebitis|deep vein thrombophlebitis|
deoxy-cytidine diphosphate|cytidine diphosphate|
intra-periaqueductal grey|intraperiaquaductal gray|
insulin-like growth factor receptor I|insulinlike growth factor receptor 1|
associated protein|ζ-associated protein-70|
interleukine-7 receptor α|interleukin 7 receptor α-chain|
intracellular fluid|intracellular fluid volume|
recombinant murine interleukin 14|recombinant interleukin 1β|
interleukin 12 receptor beta1 chain|interleukine-15 receptor α-chain|
phospholipase Cβ2|phospholipase C-β2|
β-2-adrenergic receptor|α1A-adrenergic receptor|
antiIL-8 monoclonal antibody|anti-IL-17 monoclonal antibody|
tri-methyl tin chloride|triphenyltin chloride|
β-amyloid precursor protein cleaving enzyme-1|beta site amyloid precursor protein cleaving enzyme 1|
American Society of Anaesthesiology Grade III|American Society of Anaesthesiologists Class III|
protein tyrosine phosphatase 2|protein tyrosine phosphatase nonreceptor 22|
cytotoxic T lymphocyte antigen 2 β|cytotoxic T-lymphocyte antigen-2β|
major histocompatibility-complex class I-related chain A|major histocompatibility-complex class I-related|
electrospray ionization-quadrupole-time of flight-mass spectrometry|electrospray ionisation quadrupole ion trap mass spectrometer|
inosine 5'-triphosphate|adenosine-5'-triphosphatase|
ras-related GTP-binding protein 5c|ras-related GTP-binding protein 5b|
1-ethyl-3-(dimethylaminopropyl)-carbodiimide|1-ethyl-3-(3-dimethylaminopropyl)carbodiimide|
Sjögren's syndrome|Sjögrens syndrome|
corticotrophin-releasing hormone receptor|type 2 corticotrophin-releasing-hormone receptor|
IL-7 receptor alpha chain|IL-3 receptor α chain|
spontaneous cell mediated cytotoxicity|spontaneous lymphocyte-mediated cytotoxicity|
cebine herpesvirus 2|feline herpesvirus 1|
phospho-glycogen synthase kinase-3 β|glycogen synthase kinase 3 α|
T box transcription factor 3|transcription factor σ B|
macrophage inflammatory protein 3 β|macrophage-inflammatory protein-1 β|
multicolour fluorescence in situ hybridisation|three colour fluorescence in-situ hybridization|
somatostatin|somatostatin 5|
NADPH oxidase 1|NAD(P)H oxidase 4|
elongation factor G|elongation factor Tu|
peroxisome-proliferator-activated receptor-γ coactivator 1 α|peroxisome proliferator-activated receptor gamma coactivator 1alpha protein|
A disintegrin and metalloprotease 8|A disintegrin and metalloprotease 21|
recombinant human interleukin|recombinant human interleukin 13|
CD3/T cell receptor complex|CD3-T-cell receptor complex|
insulin-like growth factor II mRNA-binding protein|insulin-like growth factor II mRNA binding protein-3|
follicle-stimulating hormone level|elevated follicle-stimulating hormone level|
interleukin 18|interleukin 12p40|
proteinase-activated receptor-1|proteinase activated receptor-2|
A disintegrin and metalloproteinase 28|A disintegrin and metalloproteinase-33|
human estrogen receptor|human estrogen related receptor 2|
Vibrio cholerae O1 El-Tor|Vibrio cholerae O1 El Tor|
dual energy X-ray absorptiometry scan|fan beam dual energy X-ray absorptiometry|
vitro fertilization|vitro fertilisation|
N(G)-nitro-L-arginine-methyl-ester|NG-Nitro-L-arginine-methyl-ester|
tumor necrosis factor receptor associated factor 2|tumour necrosis factor receptor-associated factor-6|
triglyceride|diglyceride|
cytotoxic|T cytotoxic|
x-ray repair cross-complementing protein 1|x-ray repair cross complementing 1|
Camellia chinensis|Aralia chinensis|
membrane-associated RING-CH-5|membrane-associated RING-CH 5|
immunoglobulin Calpha|immunoglobulin gamma|
augmented correlation consistent polarised valence double-zeta basis set|augmented correlation consistent polarised valence quadruple zeta basis set|
kruppel-like factor-8|Krüppel-like factor-13|
probe 1-anilinonaphthalene-8-sulfonate|1-anilinonaphthalene-8-sulphonate|
hypoxia-inducible factor 1β|hypoxia-inducible factor-1 α|
polyethylene glycol assay|polyethyleneglycol|
multiple endocrine neoplasia type 1|multiple endocrine neoplasia 2A syndrome|
thyreo-stimulating hormone|thyrotropic stimulating hormone|
4,5-diaminofluorescein|diaminofluorescein|
ras-related GTP-binding protein 5c|Ras-related GTP-binding protein 4b|
A disintegrin and metalloprotease-28|a disintegrin and metalloprotease 11|
interphase fluorescence in situ hybridization|quantitative fluorescence in-situ hybridization|
American Society of Anaesthesiologists Class 3|American Society of Anaesthesiologists grade 5|
hydroxypropylmethylcellulose|hydroxyethylcellulose|
interleukine-13 receptor alpha1-chain|interleukin-13 receptor α 2-chain|
interleukine 2 receptor common γ chain|interleukine-2 receptor γ chain|
Na-K-Cl co-transporter|Na-K-2Cl co-transporter-2|
receptor-type protein tyrosine phosphatase β|receptor-like protein-tyrosine phosphatase μ|
insulin dependent diabetes mellitus|insulin independent diabetes mellitus|
indophenol oxidase|o-diphenol oxidase|
insulin-like growth factor-2 receptor|insulin-like growth factor 1 deficient|
interleukine-5 receptor-α chain|interleukin-13 receptor α1 chain|
interleukin 5 receptor-α chain|interleukine-13 receptor α2 chain|
retinoic acid receptor-related orphan receptor-α|retinoic-acid-receptor-related orphan receptor-gamma|
platelet-derived growth factor-beta receptor|platelet-derived growth factor receptor alpha|
immunoglobulin G2 antibody|anti-immunoglobulin antibody|
interleukin-12 receptor β 1 chain|interleukine-6 receptor alpha chain|
granulocyte-macrophage-colony-stimulating factor receptor alpha chain|granulocyte macrophage colony-stimulating factor receptor α subunit|
anti-human immunodeficiency virus-1 negative|anti-human immunodeficiency virus agent|
situ end labeling|in situ end-labelling|
American Society of Anesthesiology Class III|American Society of Anesthesiology class V|
a disintegrin and metalloprotease 21|a disintegrin and metalloprotease-11|
non hodgkin's lymphoma|non Hodgkin's lymphoma|
A disintegrin and metalloproteinase|a disintegrin and metalloprotease 11|
packedcell volume|red cell volume|
respiratory inductance plethysmograph|respiratory inductive plethysmography|
tetra-alkyl ammonium|tetra-ethylammonium|
anti-IL-12 antibody|anti-IL1alpha antibody|
ubiquitinlike|ubiquitin|
human immunodeficiency virus test|human immunodeficiency virus 2|
sex determining region Y-related|sex determining region Y-box 7|
interleukine-13 receptor α2 subunit|interleukine-18 receptor α chain|
A disintegrin and metalloprotease-29|a disintegrin and metalloproteinase 13|
cross-polarisation magic-angle spinning nuclear magnetic resonance|cross-polarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|
latent transforming growth factor-beta binding protein 4|latent transforming growth factor beta-binding protein-1|
estrogen receptor protein|estrogen receptor regulated|
palmitoyl-myristoyl phosphatidylcholine|palmitoyl-oleoyl-phosphatidylcholine|
A disintegrin and metalloproteinase 3|a disintegrin and metalloproteinase 4|
peroxisome proliferator-activated receptor gamma co-activator 1 alpha|peroxisome-proliferator-activated receptor-gamma coactivator-1alpha|
augmented correlation-consistent polarised-valence triple-ζ basis set|augmented correlation consistent polarised valence double zeta basis set|
a disintegrin and metalloproteinase 29|a disintegrin and metalloprotease 29|
ultra-performance liquid chromatography/electrospray ionisation tandem mass spectrometry|ultra performance liquid chromatography-electrospray ionization tandem mass spectrometry|
Seattle Veteran's Affairs Medical Center|Portland Veterans' Affairs Medical Center|
shiga-toxin producing Escherichia coli|Shiga-toxin producing Escherichia coli|
suppressor of cytokine signaling-2|suppressor of cytokine signaling-1|
cluster of differentiation antigen 80|cluster of differentiation 133|
American Society of Anaesthesiology status 5|American Society of Anaesthesiologists physical status 2|
American Society of Anaesthesiologists Status I|American Society of Anaesthesiology grade 4|
neural-precursor cell-expressed, developmentally down-regulated 9|neural precursor cell expressed developmentally down-regulated 2|
a disintegrin and metalloprotease-15|a disintegrin and metalloprotease-21|
recombinant human transforming growth factor-beta3|human transforming growth factor-beta 1|
dilauroylphosphatidyl-ethanolamine|dilauroylphosphatidylserine|
histamine sensitizing factor|histamine-sensitizing factor|
eucaryotic elongation factor 1 α|eukaryotic translation elongation factor 1 α|
heat shock protein 40|heat shock protein 90 β|
dinitro-ortho-cresol|dinitroorthocresol|
beta amyloid precursor protein-cleaving enzyme 1|β amyloid precursor protein-cleaving enzyme|
recombinant human transforming growth factor-β3|recombinant human transforming growth factor beta1|
